,PLAYER,TEAM,GP,W,L,MIN,DRIVES,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%
18,Andre Iguodala,GSW,7,2,5,13.5,0.9,0.1,0.1,100.0,0.0,0.0,0.0,0.4,50.0,0.6,66.7,0.1,16.7,0.1,16.7,0.0,0.0
19,Andrew Nembhard,IND,62,28,34,26.9,6.8,1.0,2.4,41.1,0.2,0.3,83.3,2.2,32.9,3.7,55.0,0.8,11.4,0.3,5.0,0.1,2.1
20,Andrew Wiggins,GSW,36,18,18,32.3,4.7,0.6,1.9,34.3,0.3,0.4,71.4,1.6,32.9,2.1,44.7,0.5,11.2,0.4,8.2,0.2,4.1
21,Anfernee Simons,POR,60,27,33,35.0,8.9,2.5,4.5,54.2,0.8,0.9,92.6,5.9,66.4,3.2,36.3,0.7,8.3,0.5,5.5,0.5,5.1
22,Anthony Davis,LAL,44,22,22,33.5,2.8,0.9,1.8,51.3,0.4,0.6,60.7,2.4,84.8,0.5,19.2,0.2,5.6,0.1,4.8,0.3,11.2
23,Anthony Edwards,MIN,69,35,34,36.4,12.4,3.6,6.8,52.9,2.0,2.5,80.0,9.4,76.0,3.2,25.5,0.8,6.6,0.9,7.3,1.2,9.9
24,Anthony Gill,WAS,46,18,28,10.0,0.7,0.1,0.3,40.0,0.3,0.3,75.0,0.5,72.7,0.2,27.3,0.0,6.1,0.0,3.0,0.2,24.2
25,Anthony Lamb,GSW,49,27,22,20.0,2.0,0.4,0.5,69.2,0.1,0.2,70.0,0.9,47.4,1.1,54.6,0.2,8.2,0.2,8.2,0.1,5.2
26,Austin Reaves,LAL,51,26,25,27.6,5.6,1.0,1.8,57.1,1.1,1.3,84.4,3.3,58.3,2.5,44.1,0.6,10.1,0.5,8.7,0.6,11.1
27,Austin Rivers,MIN,50,24,26,20.1,3.5,0.7,1.3,55.6,0.4,0.4,81.8,1.8,52.3,1.8,51.1,0.4,10.8,0.2,5.1,0.2,6.3
28,Ayo Dosunmu,CHI,64,30,34,27.2,5.2,1.3,2.1,60.6,0.3,0.4,75.0,2.9,55.6,2.3,44.7,0.5,10.5,0.4,8.4,0.2,3.6
29,Bam Adebayo,MIA,65,34,31,35.1,5.4,1.6,3.1,52.0,1.0,1.1,83.8,4.3,80.3,1.1,21.1,0.1,2.3,0.3,5.7,0.6,10.6
30,Ben Simmons,BKN,42,24,18,26.3,3.5,0.8,1.5,52.5,0.2,0.3,58.3,1.7,48.6,1.6,45.2,0.3,8.2,0.2,5.5,0.2,4.8
31,Bennedict Mathurin,IND,67,30,37,27.8,7.3,1.9,4.4,44.5,1.8,2.1,85.6,5.9,80.7,1.2,16.5,0.2,2.9,0.5,6.9,1.1,14.5
32,Bismack Biyombo,PHX,50,26,24,13.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Blake Griffin,BOS,31,19,12,14.2,0.4,0.1,0.2,33.3,0.0,0.1,0.0,0.2,38.5,0.1,15.4,0.0,0.0,0.1,15.4,0.0,7.7
34,Blake Wesley,SAS,22,5,17,16.5,4.8,0.4,1.6,25.7,0.3,0.5,60.0,1.1,22.6,2.5,51.9,0.5,9.4,0.5,9.4,0.2,4.7
35,Boban Marjanovic,HOU,24,3,21,4.8,0.0,0.0,0.0,0.0,0.1,0.1,100.0,0.1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
36,Bobby Portis,MIL,58,39,19,25.9,1.9,0.7,1.2,56.9,0.2,0.2,91.7,1.6,84.1,0.4,20.4,0.1,7.1,0.2,8.8,0.1,5.3
37,Bogdan Bogdanovic,ATL,43,21,22,28.5,5.8,1.4,2.7,51.8,0.6,0.6,92.3,3.3,57.2,2.4,41.6,0.6,9.6,0.3,6.0,0.3,5.2
38,Bojan Bogdanovic,DET,58,15,43,32.0,8.9,2.4,4.4,55.3,1.1,1.2,85.9,6.1,68.5,2.9,32.7,0.8,8.8,0.6,6.2,0.6,7.0
39,Bol Bol,ORL,64,25,39,22.0,3.0,0.9,1.7,54.6,0.4,0.6,72.2,2.3,75.3,0.7,22.2,0.2,5.7,0.3,10.8,0.3,9.3
40,Bones Hyland,LAC,47,30,17,19.0,6.2,1.0,2.9,35.3,0.8,0.9,90.0,2.9,46.4,2.1,34.5,0.6,9.9,0.5,8.2,0.4,6.8
41,Bradley Beal,WAS,47,24,23,33.5,15.5,4.0,7.2,55.2,1.6,1.9,83.0,9.8,62.9,5.9,38.2,1.4,9.3,0.9,5.6,0.9,6.0
42,Brandon Boston Jr.,LAC,21,8,13,11.7,3.7,0.8,2.1,35.6,0.6,0.8,76.5,2.1,57.1,0.9,24.7,0.2,6.5,0.2,5.2,0.4,10.4
43,Brandon Clarke,MEM,56,32,24,19.5,0.9,0.3,0.5,53.6,0.2,0.2,75.0,0.8,79.2,0.2,18.9,0.0,3.8,0.1,11.3,0.1,11.3
44,Brandon Ingram,NOP,32,14,18,32.9,13.4,3.4,6.4,52.4,2.1,2.4,84.6,9.1,68.2,4.2,31.1,1.1,7.9,1.0,7.7,1.2,9.1
45,Braxton Key,DET,3,0,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Brook Lopez,MIL,68,49,19,30.7,1.1,0.4,0.7,59.6,0.1,0.1,70.0,1.0,91.7,0.1,12.5,0.1,6.9,0.1,13.9,0.1,6.9
47,Bruce Brown,DEN,68,46,22,28.2,5.9,1.2,2.7,43.2,0.3,0.4,75.0,2.7,46.4,2.4,41.6,0.7,11.3,0.4,7.5,0.2,3.5
48,Bruno Fernando,ATL,34,10,24,10.9,0.4,0.0,0.2,16.7,0.1,0.1,50.0,0.1,30.8,0.1,23.1,0.1,15.4,0.0,7.7,0.1,15.4
49,Bryce McGowens,CHA,35,11,24,14.6,2.4,0.4,1.1,32.5,0.4,0.5,81.3,1.2,51.8,0.7,27.7,0.2,8.4,0.3,12.0,0.2,9.6
50,Bryn Forbes,MIN,25,9,16,10.7,1.5,0.3,0.8,38.1,0.3,0.3,100.0,1.0,68.4,0.4,26.3,0.0,2.6,0.1,5.3,0.2,10.5
51,Buddy Boeheim,DET,4,1,3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Buddy Hield,IND,69,31,38,31.7,6.1,1.1,2.3,48.4,0.3,0.3,86.4,2.6,42.2,3.0,49.4,0.5,8.4,0.4,6.2,0.2,2.6
53,CJ McCollum,NOP,62,29,33,35.0,12.5,2.6,5.3,48.2,1.1,1.4,79.8,6.4,50.8,5.3,42.3,1.6,12.6,0.8,6.4,0.7,5.4
54,Cade Cunningham,DET,12,3,9,33.3,16.6,3.8,8.0,46.9,2.2,2.5,86.7,9.8,59.3,5.5,33.2,1.5,9.0,1.3,7.5,1.3,7.5
55,Caleb Houstan,ORL,40,14,26,15.1,0.3,0.1,0.1,50.0,0.0,0.0,0.0,0.1,40.0,0.2,60.0,0.1,20.0,0.0,0.0,0.0,0.0
56,Caleb Martin,MIA,59,31,28,29.7,3.2,0.6,1.4,46.3,0.4,0.5,81.3,1.7,54.2,1.2,36.8,0.2,7.4,0.3,10.0,0.3,8.4
57,Cam Reddish,POR,34,13,21,25.1,4.6,1.3,2.5,52.4,0.5,0.5,88.9,3.2,69.4,1.4,30.6,0.2,3.8,0.3,7.0,0.3,5.7
58,Cam Thomas,BKN,50,28,22,16.7,7.0,1.5,3.4,45.8,1.2,1.4,87.1,4.5,63.5,2.4,33.6,0.5,6.8,0.5,7.1,0.7,10.0
59,Cameron Johnson,BKN,30,19,11,27.5,3.6,0.9,1.7,54.0,0.5,0.6,73.7,2.4,66.1,1.3,34.9,0.3,7.3,0.2,6.4,0.3,9.2
60,Cameron Payne,PHX,37,20,17,21.7,8.0,1.9,4.3,44.7,0.6,1.0,66.7,4.6,56.9,2.8,34.7,0.8,9.4,0.4,5.4,0.5,6.1
61,Caris LeVert,CLE,65,39,26,30.0,9.8,1.7,4.0,43.3,0.8,1.1,75.3,4.4,45.0,4.3,44.1,1.5,15.5,0.6,6.3,0.6,5.6
62,Carlik Jones,CHI,1,0,1,21.7,8.0,0.0,1.0,0.0,1.0,4.0,25.0,1.0,12.5,5.0,62.5,0.0,0.0,0.0,0.0,2.0,25.0
63,Cedi Osman,CLE,66,41,25,20.5,2.6,0.5,1.2,43.4,0.2,0.4,66.7,1.3,48.9,1.0,39.7,0.3,10.9,0.2,6.3,0.2,6.9
64,Charles Bassey,SAS,35,9,26,14.5,0.1,0.0,0.0,100.0,0.0,0.0,0.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
65,Chima Moneke,SAC,2,1,1,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,100.0,0.0,0.0
66,Chimezie Metu,SAC,54,33,21,11.1,0.6,0.1,0.3,50.0,0.0,0.0,50.0,0.3,48.5,0.2,33.3,0.0,3.0,0.1,12.1,0.0,3.0
67,Chris Boucher,TOR,63,31,32,20.0,0.6,0.1,0.3,40.0,0.2,0.2,91.7,0.4,71.8,0.2,30.8,0.0,7.7,0.0,2.6,0.1,15.4
68,Chris Duarte,IND,45,19,26,19.8,4.0,0.7,1.6,43.1,0.6,0.8,85.3,2.1,51.6,1.6,40.7,0.6,13.7,0.3,7.7,0.4,9.3
69,Chris Paul,PHX,48,25,23,32.1,9.7,2.1,3.8,54.1,0.4,0.5,77.3,4.5,46.5,4.9,51.0,1.4,14.6,0.5,4.9,0.2,2.4
70,Chris Silva,DAL,1,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Christian Braun,DEN,63,42,21,14.4,1.7,0.4,0.8,49.0,0.1,0.2,64.3,0.9,52.8,0.7,40.7,0.2,11.1,0.1,7.4,0.1,6.5
72,Christian Koloko,TOR,47,22,25,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Christian Wood,DAL,56,29,27,26.6,3.7,1.1,2.0,56.6,0.8,1.0,83.9,3.3,88.9,0.8,22.1,0.2,6.3,0.2,6.3,0.5,13.5
74,Chuma Okeke,ORL,22,6,16,18.8,1.9,0.2,0.6,35.7,0.3,0.3,100.0,0.8,40.5,1.0,54.8,0.2,11.9,0.1,4.8,0.1,7.1
75,Clint Capela,ATL,53,28,25,26.7,0.2,0.0,0.1,28.6,0.0,0.0,50.0,0.1,55.6,0.0,11.1,0.0,0.0,0.0,0.0,0.0,11.1
76,Coby White,CHI,58,27,31,22.4,5.0,0.8,1.7,49.0,0.3,0.4,86.4,2.0,40.1,2.7,54.3,0.6,12.5,0.2,4.5,0.2,3.8
77,Cody Martin,CHA,7,2,5,19.1,3.6,0.7,1.6,45.5,0.1,0.1,100.0,1.9,52.0,1.7,48.0,0.4,12.0,0.3,8.0,0.1,4.0
78,Cody Zeller,MIA,10,4,6,13.0,1.1,0.1,0.4,25.0,0.1,0.2,50.0,0.3,27.3,0.4,36.4,0.0,0.0,0.1,9.1,0.1,9.1
79,Cole Anthony,ORL,49,22,27,25.3,8.3,1.9,3.7,50.0,1.2,1.3,90.8,5.1,61.3,3.3,39.9,0.8,10.1,0.4,4.9,0.7,8.1
80,Cole Swider,LAL,6,1,5,6.7,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Collin Sexton,UTA,47,24,23,24.0,9.5,2.4,4.5,53.6,1.9,2.3,81.3,7.0,73.0,2.8,29.5,0.8,8.5,0.7,6.9,1.1,12.1
82,Corey Kispert,WAS,61,28,33,27.5,1.7,0.5,0.8,59.2,0.2,0.2,86.7,1.2,69.5,0.6,36.2,0.2,10.5,0.1,4.8,0.1,6.7
83,Cory Joseph,DET,51,11,40,17.9,4.9,0.8,1.7,48.2,0.4,0.5,78.6,2.1,42.1,2.5,50.8,0.8,16.3,0.4,7.1,0.3,5.6
84,D'Angelo Russell,LAL,61,32,29,32.4,7.2,1.6,2.9,53.4,1.1,1.3,81.7,4.3,60.5,2.9,40.9,0.8,11.4,0.5,6.6,0.7,9.4
85,Daishen Nix,HOU,47,12,35,16.7,4.2,0.6,1.3,43.5,0.3,0.4,77.8,1.5,34.8,2.1,51.0,0.2,5.6,0.4,9.1,0.2,4.5
86,Dalano Banton,TOR,27,14,13,9.3,1.9,0.1,0.7,21.1,0.2,0.2,83.3,0.5,25.5,0.9,45.1,0.1,5.9,0.1,7.8,0.1,5.9
87,Dalen Terry,CHI,26,13,13,5.0,0.8,0.2,0.3,50.0,0.2,0.2,66.7,0.5,54.5,0.3,40.9,0.1,9.1,0.1,9.1,0.1,13.6
88,Damian Jones,UTA,30,9,21,9.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,33.3,0.0,0.0,0.0,0.0
89,Damian Lillard,POR,55,26,29,36.3,16.1,3.8,6.7,57.2,3.2,3.5,93.2,11.3,69.9,6.1,38.0,1.5,9.5,1.1,6.8,1.7,10.7
90,Damion Lee,PHX,68,37,31,21.0,4.1,0.8,1.7,43.6,0.3,0.4,87.5,1.8,44.3,1.8,43.6,0.4,8.9,0.3,6.4,0.2,4.3
91,Daniel Gafford,WAS,67,30,37,19.8,0.5,0.2,0.3,78.9,0.1,0.1,80.0,0.6,118.2,0.0,6.1,0.0,0.0,0.1,12.1,0.1,15.2
92,Daniel Theis,IND,7,1,6,15.5,0.7,0.3,0.3,100.0,0.0,0.3,0.0,0.6,80.0,0.1,20.0,0.0,0.0,0.1,20.0,0.1,20.0
93,Danny Green,CLE,8,4,4,10.5,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,50.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Danuel House Jr.,PHI,43,29,14,14.2,1.5,0.3,0.5,60.0,0.1,0.1,100.0,0.7,46.2,0.9,56.9,0.2,13.8,0.1,4.6,0.1,4.6
95,Dario Saric,OKC,50,24,26,14.4,1.8,0.3,0.8,38.1,0.3,0.4,80.0,1.0,56.7,0.5,28.9,0.2,11.1,0.2,10.0,0.2,11.1
96,Darius Bazley,PHX,38,18,20,15.1,2.2,0.3,0.9,37.1,0.5,0.9,52.8,1.2,54.8,0.5,22.6,0.1,3.6,0.2,9.5,0.5,21.4
97,Darius Days,HOU,4,0,4,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Darius Garland,CLE,60,34,26,35.1,17.0,3.4,6.5,51.4,2.0,2.3,85.4,8.9,52.2,7.8,45.7,2.6,15.5,1.1,6.2,1.2,6.8
99,David Duke Jr.,BKN,18,7,11,9.6,3.2,0.8,1.6,48.3,0.1,0.1,50.0,1.6,50.0,1.2,37.9,0.4,12.1,0.3,8.6,0.1,1.7
100,David Roddy,MEM,55,34,21,16.9,2.0,0.6,1.2,50.0,0.2,0.3,58.8,1.4,69.6,0.4,21.4,0.1,4.5,0.2,9.8,0.1,7.1
101,Davion Mitchell,SAC,66,39,27,18.0,4.6,0.8,1.4,54.7,0.1,0.1,66.7,1.7,37.0,2.7,58.4,0.5,11.8,0.3,7.2,0.1,1.6
102,Davis Bertans,DAL,37,17,20,10.8,0.4,0.1,0.1,66.7,0.0,0.0,0.0,0.1,31.3,0.3,75.0,0.1,25.0,0.0,0.0,0.0,0.0
103,Davon Reed,LAL,40,26,14,8.4,1.4,0.1,0.4,21.4,0.3,0.4,62.5,0.4,29.1,0.7,47.3,0.1,7.3,0.1,9.1,0.2,14.5
104,Day'Ron Sharpe,BKN,36,16,20,11.2,0.3,0.0,0.2,16.7,0.0,0.0,0.0,0.1,20.0,0.1,20.0,0.0,0.0,0.1,20.0,0.0,0.0
105,De'Aaron Fox,SAC,60,37,23,34.1,16.0,4.7,8.0,58.9,2.5,3.2,78.0,12.2,76.4,5.0,31.0,1.2,7.4,0.9,5.8,1.6,10.1
106,De'Andre Hunter,ATL,59,32,27,32.0,5.7,1.4,3.3,43.5,0.9,1.1,84.8,3.9,68.7,1.3,22.1,0.3,4.8,0.4,6.3,0.6,10.1
107,De'Anthony Melton,PHI,64,43,21,28.1,4.5,0.7,1.6,45.6,0.2,0.3,72.2,1.7,37.5,2.4,54.2,0.6,12.8,0.2,4.2,0.1,3.1
108,DeAndre Jordan,DEN,35,22,13,14.3,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,DeMar DeRozan,CHI,60,29,31,36.2,11.7,3.3,5.6,58.8,2.2,2.6,87.6,9.2,78.7,3.9,33.6,0.9,7.4,0.6,5.0,1.3,10.8
110,Dean Wade,CLE,38,26,12,20.3,1.5,0.2,0.5,30.0,0.3,0.4,71.4,0.6,40.4,0.6,42.1,0.2,12.3,0.1,8.8,0.2,12.3
111,Deandre Ayton,PHX,60,29,31,30.4,0.4,0.1,0.2,28.6,0.0,0.1,33.3,0.2,41.7,0.0,8.3,0.0,4.2,0.1,20.8,0.1,12.5
112,Dejounte Murray,ATL,64,32,32,36.4,11.7,2.9,6.1,47.7,0.9,1.1,81.4,6.8,58.5,4.0,34.4,1.1,9.1,0.7,6.3,0.5,4.7
113,Delon Wright,WAS,40,23,17,24.2,5.4,0.8,2.0,42.3,0.4,0.4,93.8,2.1,38.4,2.8,51.4,0.8,13.9,0.3,5.6,0.2,3.7
114,Deni Avdija,WAS,67,31,36,25.9,4.3,1.0,1.9,54.4,0.6,0.9,70.7,2.7,64.0,1.6,36.4,0.4,9.8,0.2,5.6,0.4,10.5
115,Dennis Schroder,LAL,56,30,26,30.2,9.4,1.8,3.8,45.6,1.3,1.5,89.3,5.0,53.3,3.9,41.9,1.3,13.3,0.6,5.9,0.8,8.2
116,Dennis Smith Jr.,CHA,49,16,33,25.6,9.0,1.6,3.4,48.2,0.6,0.9,71.4,3.9,43.4,4.6,50.5,1.3,14.3,0.5,5.4,0.4,4.8
117,Deonte Burton,SAC,2,1,1,3.3,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Dereon Seabron,NOP,5,2,3,2.3,0.8,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,25.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Derrick Jones Jr.,CHI,50,20,30,14.0,0.5,0.1,0.2,66.7,0.1,0.2,75.0,0.4,87.0,0.1,21.7,0.1,13.0,0.0,8.7,0.1,21.7
120,Derrick Rose,NYK,27,12,15,12.5,4.6,1.0,2.4,43.8,0.2,0.2,100.0,2.3,50.8,1.9,40.3,0.6,12.1,0.1,3.2,0.1,2.4
121,Derrick White,BOS,69,47,22,28.0,6.1,1.4,2.6,53.3,0.6,0.7,87.0,3.6,58.3,2.7,43.6,0.7,11.9,0.3,4.3,0.3,5.7
122,Desmond Bane,MEM,45,28,17,31.2,8.7,2.3,4.6,49.8,1.0,1.1,88.2,5.8,66.2,2.6,30.3,0.8,9.4,0.7,7.9,0.6,6.6
123,Devin Booker,PHX,42,26,16,34.4,12.8,3.4,6.3,53.4,1.9,2.2,85.1,9.0,69.9,4.3,33.3,1.2,9.7,0.7,5.4,1.1,8.7
124,Devin Vassell,SAS,34,11,23,31.0,9.1,1.5,3.5,41.7,0.8,0.9,81.3,3.8,42.2,4.4,49.0,1.1,12.0,0.4,4.5,0.5,5.2
125,Devon Dotson,WAS,6,1,5,8.9,3.2,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.3,73.7,0.7,21.1,0.2,5.3,0.0,0.0
126,Devonte' Graham,SAS,65,30,35,17.6,2.8,0.2,0.6,36.6,0.4,0.6,63.9,0.9,30.6,1.8,63.9,0.4,15.3,0.0,1.6,0.3,9.8
127,Dewayne Dedmon,PHI,31,18,13,11.4,0.3,0.2,0.2,100.0,0.1,0.1,75.0,0.4,162.5,0.0,12.5,0.0,0.0,0.0,0.0,0.1,25.0
128,Dillon Brooks,MEM,61,38,23,30.4,6.6,1.9,4.4,44.0,0.6,0.8,72.3,4.5,68.8,1.4,21.3,0.3,5.3,0.3,5.0,0.4,5.8
129,Domantas Sabonis,SAC,65,39,26,34.6,4.2,0.8,1.3,64.3,0.6,0.9,71.2,2.4,56.0,2.0,48.0,0.5,11.4,0.3,7.3,0.4,10.6
130,Dominick Barlow,SAS,15,2,13,11.0,0.3,0.1,0.1,50.0,0.0,0.0,0.0,0.1,50.0,0.1,50.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Donovan Mitchell,CLE,59,38,21,35.6,12.5,3.7,6.3,59.4,1.6,1.8,90.7,9.5,75.6,4.4,35.0,1.1,8.5,0.5,3.9,0.9,7.2
132,Donte DiVincenzo,GSW,58,33,25,26.5,3.7,0.3,0.8,45.5,0.2,0.2,75.0,0.9,23.0,2.5,67.7,0.6,14.7,0.3,7.4,0.1,2.8
133,Dorian Finney-Smith,BKN,55,26,29,31.5,3.1,0.3,0.9,31.4,0.2,0.3,81.3,0.8,27.1,1.7,54.1,0.4,14.1,0.3,8.8,0.1,4.7
134,Doug McDermott,SAS,57,18,39,20.7,2.8,0.6,1.4,41.5,0.2,0.2,78.6,1.4,51.9,0.9,32.9,0.2,7.6,0.2,7.0,0.1,4.4
135,Draymond Green,GSW,60,32,28,31.4,2.0,0.5,0.9,55.4,0.2,0.2,71.4,1.2,63.2,0.8,38.5,0.2,12.0,0.1,4.3,0.1,6.0
136,Drew Eubanks,POR,67,29,38,19.7,0.5,0.2,0.3,57.9,0.1,0.1,55.6,0.4,72.2,0.2,30.6,0.0,5.6,0.0,2.8,0.1,13.9
137,Dru Smith,BKN,10,4,6,12.4,2.6,0.9,1.4,64.3,0.0,0.0,0.0,1.9,73.1,1.0,38.5,0.3,11.5,0.0,0.0,0.0,0.0
138,Duane Washington Jr.,NYK,31,17,14,12.7,5.1,1.2,3.2,38.8,0.1,0.2,50.0,2.6,51.3,1.6,31.0,0.5,10.1,0.2,3.8,0.1,1.9
139,Duncan Robinson,MIA,33,15,18,17.3,2.2,0.3,0.6,57.9,0.0,0.0,0.0,0.7,31.0,1.4,64.8,0.3,12.7,0.2,8.5,0.0,0.0
140,Dwight Powell,DAL,64,33,31,19.8,0.2,0.1,0.1,44.4,0.0,0.0,100.0,0.2,83.3,0.0,8.3,0.0,0.0,0.0,0.0,0.0,8.3
141,Dylan Windler,CLE,1,1,0,4.1,2.0,1.0,1.0,100.0,0.0,0.0,0.0,2.0,100.0,1.0,50.0,1.0,50.0,0.0,0.0,0.0,0.0
142,Dyson Daniels,NOP,47,24,23,19.1,3.6,0.5,1.2,41.1,0.1,0.1,75.0,1.1,29.9,2.0,56.9,0.6,15.6,0.2,6.6,0.0,1.2
143,Edmond Sumner,BKN,47,28,19,14.5,4.6,0.7,1.7,41.8,1.0,1.1,92.0,2.4,53.5,1.9,40.9,0.4,8.4,0.3,7.4,0.5,11.6
144,Eric Gordon,LAC,57,17,40,29.3,8.2,1.9,3.8,50.7,1.1,1.3,80.3,5.2,63.5,2.8,34.5,0.7,8.4,0.5,6.2,0.7,8.2
145,Eugene Omoruyi,DET,30,10,20,13.8,1.4,0.3,0.7,40.9,0.2,0.3,70.0,0.8,59.5,0.3,21.4,0.1,4.8,0.2,11.9,0.2,11.9
146,Evan Fournier,NYK,23,13,10,18.0,2.8,0.5,1.3,35.5,0.3,0.3,100.0,1.2,43.1,1.1,40.0,0.4,15.4,0.1,4.6,0.1,4.6
147,Evan Mobley,CLE,69,42,27,34.2,3.7,0.9,1.9,44.0,0.4,0.6,65.0,2.1,57.6,0.9,25.1,0.3,9.4,0.4,12.2,0.3,7.8
148,Facundo Campazzo,DAL,8,2,6,6.5,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,80.0,0.0,0.0,0.0,0.0,0.0,0.0
