,PLAYER,TEAM,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,eFG%
21,Anfernee Simons,POR,62,27,35,35.0,7.3,2.9,7.4,39.5,1.5,4.1,35.5,49.3
22,Anthony Davis,LAL,48,25,23,33.8,2.5,1.2,2.9,41.8,0.0,0.1,0.0,41.8
23,Anthony Edwards,MIN,71,35,36,36.0,7.4,2.9,8.2,35.3,1.6,4.8,34.3,45.3
24,Anthony Gill,WAS,51,19,32,9.9,0.0,0.0,0.1,14.3,0.0,0.1,0.0,14.3
25,Anthony Lamb,GSW,55,31,24,19.9,0.3,0.1,0.4,25.0,0.1,0.2,30.8,35.0
26,Austin Reaves,LAL,56,29,27,28.1,2.4,1.1,2.3,45.8,0.3,0.7,39.0,51.9
27,Austin Rivers,MIN,52,25,27,19.5,0.2,0.1,0.4,14.3,0.1,0.3,18.8,21.4
28,Ayo Dosunmu,CHI,71,35,36,26.8,0.8,0.4,0.9,40.0,0.0,0.1,50.0,41.5
29,Bam Adebayo,MIA,70,37,33,35.2,2.9,1.4,3.2,44.5,0.0,0.1,0.0,44.5
30,Ben Simmons,BKN,42,24,18,26.3,0.2,0.1,0.4,23.5,0.0,0.0,0.0,23.5
31,Bennedict Mathurin,IND,71,31,40,27.7,2.5,1.0,2.8,34.8,0.6,1.5,36.4,44.8
32,Bismack Biyombo,PHX,54,27,27,14.1,0.0,0.0,0.0,50.0,-,-,-,50.0
33,Blake Griffin,BOS,34,21,13,14.3,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0
34,Blake Wesley,SAS,29,6,23,17.2,0.8,0.3,1.6,21.7,0.1,0.2,40.0,23.9
35,Boban Marjanovic,HOU,26,4,22,5.0,0.2,0.1,0.3,37.5,0.0,0.0,-,37.5
36,Bobby Portis,MIL,63,42,21,25.9,1.5,0.8,2.0,37.5,0.0,0.1,14.3,37.9
37,Bogdan Bogdanovic,ATL,48,24,24,28.4,3.9,1.6,4.0,40.3,0.7,1.7,41.0,49.2
38,Bojan Bogdanovic,DET,59,15,44,32.1,5.4,2.4,5.5,43.7,0.6,1.7,32.7,48.8
39,Bol Bol,ORL,67,26,41,21.4,1.3,0.6,1.6,35.5,0.1,0.5,29.4,40.2
40,Bones Hyland,LAC,49,31,18,19.2,4.0,1.5,4.2,35.1,1.0,2.8,37.0,47.6
41,Bradley Beal,WAS,50,24,26,33.5,7.2,3.2,7.3,44.2,0.7,2.2,33.0,49.2
42,Brandon Boston Jr.,LAC,21,8,13,11.7,2.2,1.0,2.4,40.0,0.3,0.7,46.7,47.0
43,Brandon Clarke,MEM,56,32,24,19.5,0.3,0.1,0.2,61.5,0.0,0.0,-,61.5
44,Brandon Ingram,NOP,37,18,19,33.2,8.2,3.9,9.3,42.3,0.4,1.0,34.2,44.2
45,Braxton Key,DET,3,0,3,3.0,0.7,0.3,0.3,100,-,-,-,100
46,Brook Lopez,MIL,72,52,20,30.4,0.8,0.4,1.0,36.5,0.1,0.3,30.4,41.2
47,Bruce Brown,DEN,73,50,23,28.1,1.3,0.6,1.6,36.5,0.1,0.4,25.8,40.0
48,Bruno Fernando,ATL,35,11,24,10.7,0.1,0.0,0.1,50.0,0.0,0.0,-,50.0
49,Bryce McGowens,CHA,39,13,26,15.0,0.1,0.1,0.4,11.8,0.0,0.2,14.3,14.7
50,Bryn Forbes,MIN,25,9,16,10.7,1.1,0.5,1.3,37.5,0.2,0.6,28.6,43.8
51,Buddy Boeheim,DET,7,1,6,9.8,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
52,Buddy Hield,IND,75,33,42,31.6,4.5,1.7,4.0,43.1,1.1,2.5,44.1,56.9
53,CJ McCollum,NOP,67,33,34,35.1,8.3,3.6,8.5,42.0,1.1,3.1,36.7,48.7
54,Cade Cunningham,DET,12,3,9,33.3,8.0,3.7,8.8,41.5,0.7,2.8,24.2,45.3
55,Caleb Houstan,ORL,44,17,27,15.3,0.2,0.1,0.2,42.9,0.0,0.1,50.0,57.1
56,Caleb Martin,MIA,64,34,30,29.6,1.5,0.7,1.4,46.7,0.2,0.5,44.1,55.0
57,Cam Reddish,POR,38,14,24,24.9,1.2,0.5,1.3,36.0,0.3,0.8,33.3,46.0
58,Cam Thomas,BKN,52,28,24,16.6,3.7,1.6,4.2,37.3,0.5,1.5,35.9,43.8
59,Cameron Johnson,BKN,35,20,15,27.9,2.5,1.1,2.5,44.8,0.3,0.7,40.0,50.6
60,Cameron Payne,PHX,42,22,20,21.1,3.9,1.6,3.8,41.6,0.7,1.6,42.4,50.3
61,Caris LeVert,CLE,69,42,27,30.0,2.8,1.1,3.2,34.1,0.6,1.6,37.4,43.0
62,Carlik Jones,CHI,2,1,1,11.4,0.0,0.0,0.5,0.0,0.0,0.0,-,0.0
63,Cedi Osman,CLE,70,44,26,20.7,0.9,0.3,0.9,33.3,0.3,0.7,38.0,48.4
64,Charles Bassey,SAS,35,9,26,14.5,0.4,0.2,0.3,60.0,0.1,0.1,66.7,70.0
65,Chima Moneke,SAC,2,1,1,4.0,0.0,0.0,0.0,-,-,-,-,-
66,Chimezie Metu,SAC,61,38,23,10.6,0.0,0.0,0.1,12.5,0.0,0.0,0.0,12.5
67,Chris Boucher,TOR,68,34,34,20.1,0.4,0.2,0.4,39.3,0.0,0.1,22.2,42.9
68,Chris Duarte,IND,46,19,27,19.5,2.2,0.9,3.0,29.7,0.4,1.5,28.2,37.0
69,Chris Paul,PHX,53,27,26,31.9,7.8,3.5,8.2,42.4,0.8,2.8,30.1,47.5
70,Chris Silva,DAL,1,1,0,3.0,0.0,0.0,0.0,-,-,-,-,-
71,Christian Braun,DEN,68,46,22,14.5,0.3,0.1,0.4,29.6,0.1,0.2,41.7,38.9
72,Christian Koloko,TOR,51,25,26,14.0,0.0,0.0,0.0,-,0.0,0.0,-,-
73,Christian Wood,DAL,61,31,30,26.7,0.9,0.4,1.6,26.3,0.1,0.7,16.3,30.0
74,Chuma Okeke,ORL,22,6,16,18.8,0.5,0.2,0.6,30.8,0.1,0.3,33.3,38.5
75,Clint Capela,ATL,58,31,27,26.7,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
76,Coby White,CHI,65,32,33,22.9,1.4,0.6,1.7,35.5,0.2,0.8,28.0,41.8
77,Cody Martin,CHA,7,2,5,19.1,0.3,0.1,1.4,10.0,0.0,0.7,0.0,10.0
78,Cody Zeller,MIA,10,4,6,13.0,0.0,0.0,0.2,0.0,0.0,0.0,-,0.0
79,Cole Anthony,ORL,54,25,29,25.6,3.4,1.5,3.5,44.1,0.4,0.9,38.0,49.2
80,Cole Swider,LAL,6,1,5,6.7,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0
81,Collin Sexton,UTA,47,24,23,24.0,2.4,1.0,2.1,46.0,0.4,0.9,47.6,56.0
82,Corey Kispert,WAS,66,29,37,27.8,0.5,0.2,0.5,32.4,0.1,0.3,36.4,44.1
83,Cory Joseph,DET,54,11,43,18.5,2.0,0.8,2.1,39.1,0.3,0.9,32.7,46.1
84,D'Angelo Russell,LAL,65,34,31,32.5,6.5,2.7,6.2,42.7,1.2,3.1,38.4,52.3
85,Daishen Nix,HOU,50,12,38,16.7,1.0,0.4,1.0,36.7,0.3,0.9,36.4,53.1
86,Dalano Banton,TOR,27,14,13,9.3,0.4,0.2,1.1,17.2,0.1,0.4,16.7,20.7
87,Dalen Terry,CHI,30,15,15,5.6,0.3,0.1,0.2,60.0,0.1,0.1,66.7,80.0
88,Damian Jones,UTA,34,10,24,9.7,0.0,0.0,0.0,-,0.0,0.0,-,-
89,Damian Lillard,POR,58,27,31,36.3,10.6,3.9,9.7,40.5,2.7,7.4,37.2,54.6
90,Damion Lee,PHX,70,38,32,20.7,0.8,0.4,1.2,32.6,0.0,0.2,13.3,33.7
91,Daniel Gafford,WAS,72,31,41,20.1,0.1,0.0,0.1,60.0,-,-,-,60.0
92,Daniel Theis,IND,7,1,6,15.5,0.0,0.0,0.0,-,0.0,0.0,-,-
93,Danny Green,CLE,9,5,4,9.8,0.6,0.2,0.6,40.0,0.1,0.3,33.3,50.0
94,Danuel House Jr.,PHI,48,33,15,14.3,1.1,0.4,0.9,46.5,0.3,0.6,41.9,61.6
95,Dario Saric,OKC,53,25,28,14.1,0.3,0.1,0.5,29.2,0.0,0.1,20.0,31.3
96,Darius Bazley,PHX,41,19,22,14.2,0.1,0.0,0.2,20.0,0.0,0.0,100,25.0
97,Darius Days,HOU,4,0,4,6.2,0.0,0.0,0.0,-,0.0,0.0,-,-
98,Darius Garland,CLE,64,37,27,35.2,7.6,3.1,7.4,42.5,1.4,3.5,38.8,51.8
99,David Duke Jr.,BKN,19,8,11,9.2,0.1,0.1,0.3,20.0,0.0,0.1,0.0,20.0
100,David Roddy,MEM,61,39,22,17.2,0.4,0.2,0.5,41.4,0.0,0.2,25.0,46.6
101,Davion Mitchell,SAC,73,44,29,18.1,1.3,0.6,1.6,34.5,0.2,0.8,26.3,40.8
102,Davis Bertans,DAL,41,19,22,10.6,0.4,0.1,0.3,54.5,0.1,0.2,50.0,77.3
103,Davon Reed,LAL,40,26,14,8.4,0.6,0.2,0.7,32.1,0.1,0.2,66.7,39.3
104,Day'Ron Sharpe,BKN,40,17,23,11.4,0.1,0.0,0.0,100,0.0,0.0,100,150.0
105,De'Aaron Fox,SAC,66,41,25,33.8,8.1,3.6,8.7,41.8,0.9,2.7,32.0,46.8
106,De'Andre Hunter,ATL,63,34,29,31.9,4.3,2.0,3.9,51.2,0.2,0.5,41.2,54.0
107,De'Anthony Melton,PHI,71,47,24,28.1,1.6,0.6,1.8,32.3,0.4,1.3,32.6,43.8
108,DeAndre Jordan,DEN,35,22,13,14.3,0.0,0.0,0.0,-,0.0,0.0,-,-
109,DeMar DeRozan,CHI,66,33,33,36.5,9.8,4.9,10.2,47.7,0.1,0.3,28.6,48.1
110,Dean Wade,CLE,39,27,12,19.9,0.1,0.1,0.2,28.6,0.0,0.1,50.0,35.7
111,Deandre Ayton,PHX,61,30,31,30.4,1.0,0.5,1.1,45.5,0.0,0.0,100,47.0
112,Dejounte Murray,ATL,67,34,33,36.4,8.5,3.9,8.6,45.7,0.6,1.7,37.1,49.5
113,Delon Wright,WAS,45,24,21,23.8,1.4,0.6,1.3,43.1,0.3,0.8,40.0,55.2
114,Deni Avdija,WAS,72,32,40,26.2,0.3,0.1,0.7,18.0,0.1,0.5,20.0,25.0
115,Dennis Schroder,LAL,60,33,27,30.6,2.9,1.4,3.3,42.0,0.1,0.5,25.8,44.0
116,Dennis Smith Jr.,CHA,53,18,35,25.7,1.1,0.6,2.3,25.0,0.0,0.3,0.0,25.0
117,Deonte Burton,SAC,2,1,1,3.2,0.0,0.0,0.0,-,0.0,0.0,-,-
118,Dereon Seabron,NOP,5,2,3,2.3,0.0,0.0,0.0,-,-,-,-,-
119,Derrick Jones Jr.,CHI,56,25,31,14.0,0.1,0.0,0.1,66.7,0.0,0.0,50.0,83.3
120,Derrick Rose,NYK,27,12,15,12.5,2.1,0.9,2.1,41.4,0.4,1.0,38.5,50.0
121,Derrick White,BOS,74,51,23,28.3,1.9,0.8,1.8,44.3,0.3,0.9,36.4,53.4
122,Desmond Bane,MEM,51,33,18,31.2,6.1,2.4,5.5,43.1,1.4,3.4,41.3,55.7
123,Devin Booker,PHX,47,28,19,34.5,11.4,5.1,11.3,45.0,1.2,3.8,32.0,50.4
124,Devin Vassell,SAS,37,12,25,31.1,6.1,2.8,7.0,39.8,0.6,2.0,28.0,43.8
125,Devon Dotson,WAS,6,1,5,8.9,0.0,0.0,0.5,0.0,0.0,0.0,-,0.0
126,Devonte' Graham,SAS,68,30,38,18.0,2.4,0.9,2.5,35.7,0.6,1.9,33.3,48.5
127,Dewayne Dedmon,PHI,35,21,14,10.9,0.4,0.2,0.3,63.6,0.0,0.0,100,68.2
128,Dillon Brooks,MEM,66,42,24,30.3,4.2,1.8,5.1,35.3,0.6,2.1,30.1,41.5
129,Domantas Sabonis,SAC,72,44,28,34.9,0.3,0.1,0.3,47.4,0.0,0.0,0.0,47.4
130,Dominick Barlow,SAS,20,2,18,12.5,0.1,0.1,0.1,100,0.0,0.0,-,100
131,Donovan Mitchell,CLE,63,41,22,35.5,10.2,4.0,9.5,42.1,2.2,5.7,38.5,53.6
132,Donte DiVincenzo,GSW,65,37,28,26.4,0.6,0.2,1.0,20.9,0.1,0.7,18.8,27.6
133,Dorian Finney-Smith,BKN,60,27,33,30.7,0.3,0.1,0.4,23.1,0.1,0.4,28.6,34.6
134,Doug McDermott,SAS,61,18,43,20.6,1.6,0.7,1.6,40.4,0.3,0.7,45.5,50.5
135,Draymond Green,GSW,66,36,30,31.4,0.1,0.0,0.2,25.0,0.0,0.0,50.0,29.2
136,Drew Eubanks,POR,71,30,41,19.5,0.2,0.1,0.3,38.9,0.0,0.0,-,38.9
137,Dru Smith,BKN,11,5,6,11.6,0.9,0.5,1.1,41.7,0.0,0.4,0.0,41.7
138,Duane Washington Jr.,NYK,31,17,14,12.7,3.4,1.4,3.5,39.3,0.6,1.5,43.5,48.6
139,Duncan Robinson,MIA,36,16,20,16.1,1.7,0.6,1.6,39.3,0.4,1.2,37.2,53.6
140,Dwight Powell,DAL,69,35,34,19.9,0.0,0.0,0.0,33.3,0.0,0.0,0.0,33.3
141,Dylan Windler,CLE,2,2,0,4.0,0.0,0.0,0.0,-,0.0,0.0,-,-
142,Dyson Daniels,NOP,52,28,24,18.4,0.3,0.1,0.5,26.9,0.1,0.3,21.4,32.7
143,Edmond Sumner,BKN,49,29,20,14.4,0.7,0.3,0.7,38.9,0.1,0.3,30.8,44.4
144,Eric Gordon,LAC,63,20,43,29.1,1.7,0.6,1.7,35.2,0.5,1.3,36.9,49.5
145,Eugene Omoruyi,DET,34,10,24,15.3,0.1,0.0,0.2,14.3,0.0,0.1,25.0,21.4
146,Evan Fournier,NYK,23,13,10,18.0,2.4,1.0,3.0,31.9,0.5,1.9,27.3,40.6
147,Evan Mobley,CLE,73,45,28,34.4,1.2,0.6,1.5,40.2,0.0,0.0,100,40.7
148,Facundo Campazzo,DAL,8,2,6,6.5,0.4,0.1,0.6,20.0,0.1,0.6,20.0,30.0
149,Frank Jackson,UTA,1,0,1,5.1,0.0,0.0,1.0,0.0,0.0,0.0,-,0.0
150,Frank Kaminsky,HOU,33,12,21,6.4,0.1,0.0,0.1,25.0,0.0,0.0,-,25.0
151,Frank Ntilikina,DAL,44,19,25,11.8,0.5,0.3,0.5,47.8,0.0,0.2,22.2,52.2
152,Franz Wagner,ORL,73,30,43,33.0,2.8,1.2,3.3,35.0,0.5,1.8,28.9,43.1
153,Fred VanVleet,TOR,62,30,32,36.9,7.4,2.9,7.6,38.2,1.5,4.5,33.5,48.1
154,Furkan Korkmaz,PHI,32,22,10,8.9,0.8,0.3,0.8,40.7,0.1,0.3,36.4,48.1
155,Gabe Vincent,MIA,61,33,28,26.2,3.2,1.3,3.1,41.7,0.6,1.8,32.1,50.8
156,Garrett Temple,NOP,23,15,8,6.6,0.1,0.0,0.3,14.3,0.0,0.2,25.0,21.4
157,Garrison Mathews,ATL,51,15,36,12.8,0.6,0.2,0.6,36.7,0.2,0.5,37.0,53.3
158,Gary Harris,ORL,43,19,24,25.1,1.0,0.4,1.0,38.1,0.3,0.7,41.4,52.4
159,Gary Payton II,GSW,15,8,7,17.0,0.0,0.0,0.0,-,0.0,0.0,-,-
160,Gary Trent Jr.,TOR,63,30,33,32.6,5.3,2.3,5.9,39.0,0.6,2.2,29.4,44.4
161,George Hill,IND,42,26,16,18.4,0.8,0.4,0.9,38.5,0.1,0.5,19.0,43.6
162,Georges Niang,PHI,71,47,24,19.4,0.4,0.2,0.5,32.4,0.1,0.4,22.2,40.5
163,Giannis Antetokounmpo,MIL,59,44,15,32.2,3.5,1.5,4.8,31.8,0.4,1.6,23.9,35.7
164,Goga Bitadze,ORL,30,10,20,10.5,0.1,0.0,0.1,50.0,0.0,0.1,50.0,75.0
165,Goran Dragic,MIL,51,23,28,15.4,1.7,0.8,2.3,35.3,0.1,0.7,17.1,37.9
166,Gordon Hayward,CHA,49,19,30,31.5,4.5,2.1,4.9,43.9,0.2,0.7,27.8,46.0
167,Gorgui Dieng,SAS,26,2,24,10.4,0.3,0.1,0.8,15.0,0.0,0.6,6.7,17.5
168,Grant Williams,BOS,71,49,22,26.6,1.2,0.4,1.0,40.5,0.3,0.7,45.8,55.4
169,Grayson Allen,MIL,68,50,18,27.6,1.6,0.6,1.7,33.6,0.5,1.3,36.3,47.8
170,Greg Brown III,POR,16,10,6,5.8,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
171,Hamidou Diallo,DET,56,12,44,17.8,1.1,0.5,1.2,42.0,0.0,0.1,50.0,43.5
172,Harrison Barnes,SAC,74,45,29,32.8,1.4,0.5,1.3,41.2,0.3,0.7,43.1,52.6
173,Haywood Highsmith,MIA,50,26,24,17.8,0.2,0.1,0.3,33.3,0.0,0.1,40.0,40.0
174,Herbert Jones,NOP,58,26,32,28.9,0.1,0.1,0.2,25.0,0.0,0.1,33.3,29.2
175,Immanuel Quickley,NYK,74,42,32,28.5,4.2,1.7,4.5,37.5,0.8,2.4,33.1,46.3
176,Isaac Okoro,CLE,75,47,28,21.9,0.1,0.0,0.1,33.3,0.0,0.1,42.9,50.0
177,Isaiah Hartenstein,NYK,75,42,33,19.6,0.1,0.0,0.1,37.5,0.0,0.0,-,37.5
178,Isaiah Jackson,IND,56,22,34,15.7,0.2,0.1,0.2,54.5,0.0,0.0,0.0,54.5
179,Isaiah Joe,OKC,66,33,33,18.3,2.0,0.8,1.8,44.2,0.4,1.1,36.5,55.4
180,Isaiah Livers,DET,47,10,37,22.6,1.1,0.5,1.1,42.3,0.1,0.4,36.8,49.0
181,Isaiah Mobley,CLE,9,6,3,3.4,0.0,0.0,0.1,0.0,0.0,0.0,-,0.0
182,Isaiah Roby,SAS,42,9,33,11.3,0.5,0.2,0.6,29.6,0.1,0.3,28.6,37.0
183,Isaiah Stewart,DET,50,12,38,28.3,0.0,0.0,0.1,16.7,0.0,0.1,0.0,16.7
184,Isaiah Todd,WAS,4,2,2,3.1,0.0,0.0,0.0,-,0.0,0.0,-,-
185,Ish Smith,DEN,38,24,14,8.6,1.4,0.7,1.8,38.2,0.0,0.1,0.0,38.2
186,Ish Wainright,PHX,54,29,25,15.2,0.3,0.1,0.3,35.7,0.1,0.2,33.3,50.0
187,Ivica Zubac,LAC,69,38,31,28.8,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
188,JD Davison,BOS,9,8,1,2.3,0.0,0.0,0.3,0.0,0.0,0.0,-,0.0
189,JT Thor,CHA,62,19,43,12.2,0.2,0.1,0.4,25.0,0.0,0.1,0.0,25.0
190,Ja Morant,MEM,55,36,19,32.1,6.7,2.8,7.3,38.9,1.0,3.2,30.7,45.6
191,JaMychal Green,GSW,55,29,26,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,JaVale McGee,DAL,37,18,19,8.0,0.1,0.0,0.1,25.0,0.0,0.0,0.0,25.0
193,Jabari Smith Jr.,HOU,71,17,54,30.7,2.6,1.1,3.1,37.0,0.3,0.9,37.1,42.2
194,Jabari Walker,POR,47,20,27,9.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
195,Jack White,DEN,16,12,4,3.2,0.0,0.0,0.0,-,0.0,0.0,-,-
196,Jaden Hardy,DAL,40,18,22,14.4,2.1,0.8,2.0,40.5,0.5,1.1,40.0,51.9
197,Jaden Ivey,DET,66,15,51,30.6,3.9,1.7,4.7,35.5,0.6,2.0,29.8,41.9
198,Jaden McDaniels,MIN,71,36,35,30.9,1.3,0.6,1.4,42.4,0.1,0.3,42.1,46.5
199,Jaden Springer,PHI,13,11,2,3.6,0.2,0.1,0.4,20.0,0.0,0.0,-,20.0
200,Jae Crowder,MIL,11,9,2,18.7,1.5,0.6,1.1,58.3,0.3,0.6,42.9,70.8
201,Jae'Sean Tate,HOU,31,7,24,21.9,0.3,0.1,0.5,25.0,0.0,0.2,20.0,28.1
202,Jake LaRavia,MEM,33,22,11,11.9,0.2,0.1,0.3,20.0,0.0,0.3,11.1,25.0
203,Jakob Poeltl,TOR,64,21,43,26.8,0.5,0.3,0.5,54.8,0.0,0.0,0.0,54.8
204,Jalen Brunson,NYK,65,37,28,34.9,8.3,3.6,8.2,44.6,1.0,2.8,37.8,51.0
205,Jalen Duren,DET,59,15,44,24.5,0.1,0.1,0.2,27.3,0.0,0.0,-,27.3
206,Jalen Green,HOU,68,16,52,34.1,6.3,2.5,7.3,34.7,1.3,4.0,31.3,43.4
207,Jalen Johnson,ATL,64,32,32,14.5,0.2,0.1,0.3,27.3,0.0,0.1,0.0,27.3
208,Jalen McDaniels,PHI,72,26,46,24.1,0.7,0.3,0.9,35.9,0.0,0.1,16.7,36.7
209,Jalen Smith,IND,63,30,33,18.3,0.3,0.1,0.4,33.3,0.0,0.1,60.0,39.6
210,Jalen Suggs,ORL,45,17,28,23.7,2.6,1.0,2.9,35.9,0.5,1.6,30.1,44.3
211,Jalen Williams,OKC,68,33,35,30.0,1.5,0.7,1.9,37.8,0.1,0.4,31.0,41.3
212,Jamal Cain,MIA,15,8,7,12.4,0.0,0.0,0.2,0.0,0.0,0.0,-,0.0
213,Jamal Murray,DEN,60,41,19,33.0,8.6,3.5,8.7,40.7,1.5,3.8,40.4,49.4
214,Jamaree Bouyea,WAS,5,2,3,14.1,0.6,0.2,0.8,25.0,0.2,0.6,33.3,37.5
215,James Bouknight,CHA,27,6,21,13.2,1.2,0.4,1.3,33.3,0.3,0.9,34.8,44.4
216,James Harden,PHI,53,36,17,36.9,8.1,3.0,7.7,39.5,2.0,5.4,37.2,52.5
217,James Johnson,IND,15,6,9,8.7,0.6,0.3,0.5,50.0,0.1,0.2,33.3,56.3
218,James Wiseman,DET,37,10,27,18.4,0.2,0.1,0.5,17.6,0.0,0.0,-,17.6
219,Jared Butler,OKC,2,1,1,9.6,1.5,0.5,0.5,100,0.5,0.5,100,150.0
220,Jared Rhoden,DET,8,1,7,9.2,0.3,0.1,0.3,50.0,0.0,0.1,0.0,50.0
221,Jaren Jackson Jr.,MEM,56,36,20,28.1,0.5,0.2,0.7,27.5,0.1,0.4,30.0,35.0
222,Jarred Vanderbilt,LAL,70,37,33,24.4,0.1,0.1,0.2,25.0,0.0,0.0,50.0,28.1
223,Jarrell Brantley,UTA,3,0,3,9.8,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0
224,Jarrett Allen,CLE,64,41,23,33.0,0.1,0.0,0.1,50.0,0.0,0.0,-,50.0
225,Jarrett Culver,ATL,10,5,5,13.7,0.6,0.3,0.8,37.5,0.0,0.2,0.0,37.5
226,Jason Preston,LAC,13,3,10,9.4,1.0,0.5,1.2,37.5,0.1,0.3,25.0,40.6
227,Javonte Green,CHI,30,12,18,15.5,0.2,0.1,0.2,40.0,0.0,0.0,100,50.0
228,Jaxson Hayes,NOP,45,21,24,13.4,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
229,Jay Huff,WAS,3,1,2,4.1,0.0,0.0,0.0,-,0.0,0.0,-,-
230,Jaylen Brown,BOS,62,42,20,36.1,6.1,2.6,6.4,41.1,0.9,2.6,33.3,47.8
231,Jaylen Nowell,MIN,64,33,31,19.3,3.0,1.3,3.0,42.7,0.4,1.4,30.0,49.7
232,Jaylin Williams,OKC,42,20,22,18.1,0.1,0.0,0.1,66.7,0.0,0.0,100,83.3
233,Jayson Tatum,BOS,69,49,20,37.3,5.6,2.1,7.0,30.0,1.4,4.9,28.6,40.0
234,Jeff Dowtin Jr.,TOR,20,13,7,9.7,0.9,0.4,1.0,40.0,0.1,0.1,50.0,42.5
235,Jeff Green,DEN,50,31,19,19.2,0.5,0.2,0.8,28.2,0.1,0.2,27.3,32.1
236,Jerami Grant,POR,63,28,35,35.6,2.4,1.1,2.8,40.3,0.2,0.4,44.4,43.8
237,Jeremiah Robinson-Earl,OKC,38,12,26,19.2,0.1,0.1,0.1,66.7,0.0,0.1,50.0,83.3
238,Jeremy Sochan,SAS,56,15,41,26.0,1.2,0.5,1.4,39.5,0.1,0.3,33.3,42.8
239,Jericho Sims,NYK,49,29,20,15.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
240,Jevon Carter,MIL,74,53,21,22.1,3.4,1.4,3.3,41.9,0.6,1.6,38.7,51.5
241,Jimmy Butler,MIA,60,32,28,33.4,3.0,1.4,3.5,40.6,0.2,0.5,29.0,42.8
242,Jock Landale,PHX,65,33,32,14.1,0.0,0.0,0.2,10.0,0.0,0.0,0.0,10.0
243,Joe Harris,BKN,67,35,32,21.4,0.9,0.3,0.9,40.4,0.3,0.6,43.6,55.3
244,Joe Ingles,MIL,40,28,12,22.9,2.3,0.8,1.5,52.5,0.7,1.4,50.9,75.4
245,Joe Wieskamp,TOR,5,3,2,5.9,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0
246,Joel Embiid,PHI,61,40,21,34.7,6.4,3.0,7.1,43.2,0.3,1.2,22.5,45.0
247,John Butler Jr.,POR,11,3,8,3.6,0.0,0.0,0.0,-,0.0,0.0,-,-
248,John Collins,ATL,64,33,31,30.1,0.7,0.3,0.8,42.3,0.0,0.0,0.0,42.3
