,PLAYER,TEAM,GP,W,L,MIN,Dist. Feet,Dist. Miles,Dist. Miles Off,Dist. Miles Def,Avg Speed,Avg Speed Off,Avg Speed Def
158,Gary Trent Jr.,TOR,53,25,28,33.6,12597.4,2.39,1.25,1.14,3.96,4.16,3.77
159,George Hill,IND,36,24,12,18.8,7265.7,1.38,0.74,0.63,4.08,4.26,3.88
160,Georges Niang,PHI,58,38,20,19.4,7670.2,1.45,0.79,0.66,4.18,4.53,3.82
161,Giannis Antetokounmpo,MIL,48,36,12,32.5,12083.5,2.29,1.26,1.03,3.94,4.42,3.49
162,Goga Bitadze,ORL,22,8,14,9.6,3805.8,0.72,0.38,0.34,4.18,4.55,3.84
163,Goran Dragic,CHI,50,22,28,15.5,6278.4,1.19,0.65,0.54,4.28,4.8,3.77
164,Gordon Hayward,CHA,37,15,22,31.3,12751.1,2.41,1.33,1.09,4.32,4.8,3.85
165,Gorgui Dieng,SAS,21,2,19,9.6,3495.5,0.66,0.36,0.3,3.84,4.15,3.52
166,Grant Williams,BOS,61,44,17,27.3,10196.0,1.93,1.02,0.92,3.96,4.1,3.81
167,Grayson Allen,MIL,56,41,15,27.6,11300.5,2.14,1.15,0.99,4.37,4.68,4.06
168,Greg Brown III,POR,16,10,6,5.8,2229.7,0.42,0.22,0.21,4.01,4.11,3.91
169,Hamidou Diallo,DET,52,12,40,17.2,7048.3,1.33,0.72,0.61,4.35,4.76,3.94
170,Harrison Barnes,SAC,60,35,25,32.6,13272.4,2.51,1.33,1.18,4.31,4.74,3.91
171,Haywood Highsmith,MIA,44,23,21,19.4,8081.2,1.53,0.82,0.71,4.42,4.7,4.15
172,Herbert Jones,NOP,46,19,27,28.7,11362.4,2.15,1.13,1.02,4.22,4.51,3.93
173,Immanuel Quickley,NYK,62,36,26,27.8,11116.0,2.11,1.15,0.95,4.22,4.5,3.93
174,Isaac Okoro,CLE,64,39,25,21.2,8220.5,1.56,0.77,0.79,4.11,4.0,4.23
175,Isaiah Hartenstein,NYK,63,36,27,19.6,8284.2,1.57,0.85,0.71,4.45,4.78,4.11
176,Isaiah Jackson,IND,45,17,28,15.3,6226.3,1.18,0.62,0.56,4.29,4.71,3.91
177,Isaiah Joe,OKC,52,25,27,16.4,6777.3,1.28,0.68,0.6,4.34,4.74,3.97
178,Isaiah Livers,DET,39,9,30,21.0,8570.9,1.62,0.85,0.78,4.31,4.52,4.11
179,Isaiah Mobley,CLE,8,5,3,3.3,1233.1,0.23,0.12,0.11,4.04,4.41,3.71
180,Isaiah Roby,SAS,41,9,32,11.3,4772.9,0.9,0.5,0.41,4.45,5.02,3.87
181,Isaiah Stewart,DET,49,12,37,28.3,10830.6,2.05,1.09,0.96,4.07,4.31,3.83
182,Isaiah Todd,WAS,4,2,2,3.1,1326.0,0.25,0.14,0.11,4.34,4.53,4.09
183,Ish Smith,DEN,31,20,11,10.2,4085.9,0.77,0.45,0.33,4.26,4.81,3.68
184,Ish Wainright,PHX,44,23,21,15.6,6344.4,1.2,0.65,0.55,4.29,4.63,3.94
185,Ivica Zubac,LAC,59,32,27,29.4,10973.3,2.08,1.12,0.96,3.99,4.21,3.77
186,JD Davison,BOS,6,5,1,2.3,805.7,0.15,0.09,0.06,3.53,3.45,3.64
187,JT Thor,CHA,50,15,35,11.3,4676.0,0.89,0.48,0.4,4.43,4.84,4.0
188,Ja Morant,MEM,50,32,18,32.6,12506.4,2.37,1.28,1.09,4.05,4.42,3.68
189,JaMychal Green,GSW,41,21,20,14.7,5825.7,1.1,0.59,0.51,4.19,4.53,3.85
190,JaVale McGee,DAL,36,17,19,8.1,3124.9,0.59,0.31,0.28,4.09,4.23,3.95
191,Jabari Smith Jr.,HOU,57,12,45,30.1,11546.1,2.19,1.19,1.0,4.07,4.3,3.84
192,Jabari Walker,POR,40,20,20,9.1,3576.4,0.68,0.36,0.31,4.1,4.31,3.87
193,Jack White,DEN,15,12,3,3.1,1245.4,0.24,0.14,0.09,4.03,4.23,3.77
194,Jaden Hardy,DAL,32,16,16,11.6,4647.4,0.88,0.47,0.41,4.21,4.37,4.02
195,Jaden Ivey,DET,56,15,41,30.1,12004.7,2.27,1.25,1.03,4.24,4.63,3.85
196,Jaden McDaniels,MIN,60,30,30,30.6,12846.5,2.43,1.24,1.19,4.47,4.7,4.26
197,Jaden Springer,PHI,7,7,0,3.8,1522.7,0.29,0.15,0.14,4.17,4.06,4.3
198,Jae Crowder,MIL,2,2,0,20.3,8372.5,1.59,0.84,0.74,4.48,4.88,4.09
199,Jae'Sean Tate,HOU,22,3,19,21.5,8490.7,1.61,0.89,0.72,4.15,4.43,3.85
200,Jake LaRavia,MEM,31,21,10,12.4,5165.1,0.98,0.53,0.44,4.37,4.69,4.07
201,Jakob Poeltl,TOR,51,15,36,26.2,10727.2,2.03,1.1,0.93,4.37,4.74,4.0
202,Jalen Brunson,NYK,59,34,25,35.2,13882.4,2.63,1.51,1.12,4.18,4.62,3.71
203,Jalen Duren,DET,51,14,37,25.2,9928.4,1.88,0.98,0.9,4.17,4.28,4.06
204,Jalen Green,HOU,54,11,43,33.9,13589.3,2.57,1.47,1.1,4.25,4.67,3.79
205,Jalen Johnson,ATL,57,29,28,14.3,5870.1,1.11,0.59,0.52,4.32,4.65,4.0
206,Jalen McDaniels,PHI,62,19,43,25.6,10717.3,2.03,1.1,0.93,4.42,4.86,3.99
207,Jalen Smith,IND,52,25,27,18.2,7554.4,1.43,0.76,0.67,4.41,4.78,4.05
208,Jalen Suggs,ORL,37,15,22,23.0,9050.3,1.71,0.92,0.79,4.15,4.44,3.87
209,Jalen Williams,OKC,56,26,30,29.2,12417.0,2.35,1.27,1.08,4.52,5.08,4.0
210,Jamal Cain,MIA,14,8,6,13.3,5522.6,1.05,0.52,0.52,4.38,4.41,4.35
211,Jamal Murray,DEN,48,34,14,32.6,12806.4,2.43,1.34,1.08,4.18,4.62,3.73
212,Jamaree Bouyea,MIA,4,2,2,16.3,6566.5,1.24,0.67,0.57,4.32,4.49,4.14
213,James Bouknight,CHA,26,5,21,13.6,5481.9,1.04,0.58,0.46,4.3,4.78,3.83
214,James Harden,PHI,44,29,15,36.7,12253.8,2.32,1.28,1.04,3.55,3.85,3.24
215,James Johnson,IND,12,5,7,8.2,3045.9,0.58,0.3,0.28,3.93,4.47,3.47
216,James Wiseman,DET,25,9,16,14.3,5880.2,1.11,0.58,0.53,4.37,4.67,4.07
217,Jared Rhoden,DET,1,0,1,12.0,5322.0,1.01,0.52,0.49,4.59,4.86,4.37
218,Jaren Jackson Jr.,MEM,42,26,16,27.2,10799.5,2.05,1.05,0.99,4.18,4.44,3.94
219,Jarred Vanderbilt,LAL,57,29,28,24.0,9881.6,1.87,0.99,0.88,4.37,4.57,4.17
220,Jarrett Allen,CLE,57,36,21,33.1,12222.6,2.31,1.22,1.09,3.91,4.05,3.78
221,Jarrett Culver,ATL,10,5,5,13.7,5399.8,1.02,0.55,0.47,4.12,4.31,3.92
222,Jason Preston,LAC,13,3,10,9.4,3815.4,0.72,0.39,0.34,4.26,4.63,3.9
223,Javonte Green,CHI,28,11,17,16.0,6636.5,1.26,0.65,0.61,4.35,4.68,4.05
224,Jaxson Hayes,NOP,35,15,20,13.3,5214.7,0.99,0.52,0.47,4.14,4.38,3.91
225,Jaylen Brown,BOS,50,35,15,35.7,13518.2,2.56,1.37,1.19,4.03,4.36,3.72
226,Jaylen Nowell,MIN,62,31,31,19.5,7972.4,1.51,0.79,0.72,4.32,4.63,4.01
227,Jaylin Williams,OKC,28,12,16,16.4,6267.6,1.19,0.65,0.54,4.09,4.48,3.71
228,Jayson Tatum,BOS,58,42,16,37.3,13290.1,2.52,1.38,1.14,3.79,4.13,3.44
229,Jeff Dowtin Jr.,TOR,18,12,6,8.8,3535.4,0.67,0.36,0.31,4.22,4.43,3.94
230,Jeff Green,DEN,39,25,14,19.4,7050.5,1.34,0.72,0.62,3.85,4.05,3.65
231,Jerami Grant,POR,55,26,29,35.6,13549.4,2.57,1.38,1.19,4.03,4.26,3.8
232,Jeremiah Robinson-Earl,OKC,31,11,20,20.1,8551.2,1.62,0.87,0.75,4.53,5.07,4.03
233,Jeremy Sochan,SAS,48,11,37,26.0,10858.5,2.06,1.11,0.95,4.45,4.9,4.01
234,Jericho Sims,NYK,48,28,20,16.1,6410.4,1.21,0.66,0.56,4.25,4.47,4.0
235,Jevon Carter,MIL,60,43,17,22.8,9296.3,1.76,0.9,0.86,4.35,4.45,4.25
236,Jimmy Butler,MIA,47,25,22,33.4,12621.4,2.39,1.27,1.12,4.01,4.17,3.85
237,Jock Landale,PHX,53,27,26,14.2,5605.7,1.06,0.56,0.5,4.16,4.4,3.93
238,Joe Harris,BKN,53,29,24,23.5,9401.0,1.78,0.98,0.8,4.29,4.84,3.75
239,Joe Ingles,MIL,27,19,8,22.6,8615.9,1.63,0.86,0.77,4.04,4.3,3.78
240,Joe Wieskamp,TOR,3,1,2,7.9,3508.3,0.66,0.38,0.29,4.76,4.84,4.68
241,Joel Embiid,PHI,48,31,17,35.1,11709.5,2.22,1.16,1.06,3.55,3.69,3.41
242,John Butler Jr.,POR,9,2,7,3.4,1324.7,0.25,0.13,0.12,4.09,3.83,3.98
243,John Collins,ATL,51,27,24,31.0,11811.4,2.24,1.17,1.07,4.06,4.28,3.84
244,John Konchar,MEM,51,31,20,22.1,9390.0,1.78,0.92,0.86,4.47,4.64,4.31
245,John Wall,LAC,34,15,19,22.2,7839.1,1.48,0.8,0.69,3.7,3.99,3.4
246,Johnny Davis,WAS,13,6,7,4.7,1941.8,0.37,0.21,0.16,4.31,4.61,3.99
247,Jonas Valanciunas,NOP,61,29,32,24.9,9347.4,1.77,0.92,0.85,4.03,4.25,3.83
248,Jonathan Isaac,ORL,11,8,3,11.3,4712.1,0.89,0.48,0.41,4.42,4.66,4.17
249,Jonathan Kuminga,GSW,49,27,22,19.6,8172.6,1.55,0.82,0.73,4.4,4.73,4.08
250,Jordan Clarkson,UTA,60,30,30,32.6,12993.0,2.46,1.39,1.08,4.21,4.64,3.77
251,Jordan Goodwin,WAS,41,15,26,18.1,7681.8,1.45,0.8,0.66,4.47,4.83,4.1
252,Jordan Hall,SAS,9,1,8,9.2,3956.7,0.75,0.43,0.32,4.5,5.29,3.86
253,Jordan McLaughlin,MIN,26,13,13,15.2,6645.8,1.26,0.69,0.57,4.62,5.26,4.01
254,Jordan Nwora,IND,42,28,14,15.8,6496.1,1.23,0.67,0.56,4.37,4.63,4.09
255,Jordan Poole,GSW,60,30,30,30.7,11918.0,2.26,1.28,0.97,4.11,4.75,3.49
256,Jordan Schakel,WAS,2,0,2,3.1,1360.0,0.26,0.13,0.13,4.38,5.43,5.11
257,Jose Alvarado,NOP,61,30,31,21.5,9076.8,1.72,0.9,0.82,4.47,4.7,4.25
