trad_player,player_points_percentage,player_rebounds_percentage,player_assists_percentage,player_turnovers_percentage,player_steals_percentage,player_free_throws_attempted_percentage,player_field_goal_attepted_percentage,player_points_percentage_per_min,player_rebounds_percentage_per_min,player_assists_percentage_per_min,player_turnovers_percentage_per_min,player_steals_percentage_per_min,player_points_percentage_percentile,player_rebounds_percentage_percentile,player_assists_percentage_percentile,player_turnovers_percentage_percentile,player_steals_percentage_percentile,player_free_throws_attempted_percentage_percentile,player_field_goal_attepted_percentage_percentile,player_points_percentage_per_min_percentile,player_rebounds_percentage_per_min_percentile,player_assists_percentage_per_min_percentile,player_turnovers_percentage_per_min_percentile,player_steals_percentage_per_min_percentile
Kyrie Irving,0.24,0.13,0.22,0.18,0.16,0.22,0.24,0.64,0.35,0.57,0.5,0.42,0.98,0.84,0.93,0.91,0.92,0.93,0.99,0.97,0.48,0.82,0.74,0.61
Devin Booker,0.24,0.11,0.2,0.2,0.11,0.31,0.23,0.69,0.3,0.58,0.57,0.31,0.98,0.77,0.91,0.93,0.72,0.98,0.98,0.98,0.33,0.83,0.83,0.34
Trae Young,0.23,0.07,0.41,0.32,0.17,0.39,0.21,0.65,0.2,1.17,0.93,0.49,0.98,0.51,1.0,1.0,0.93,0.99,0.96,0.97,0.08,1.0,0.98,0.74
Ja Morant,0.23,0.13,0.32,0.26,0.15,0.34,0.22,0.71,0.39,0.99,0.81,0.45,0.98,0.84,0.99,0.99,0.9,0.98,0.98,0.98,0.56,0.99,0.97,0.67
Jaylen Brown,0.23,0.15,0.13,0.22,0.17,0.24,0.23,0.63,0.41,0.36,0.61,0.47,0.98,0.9,0.81,0.95,0.93,0.95,0.98,0.96,0.59,0.61,0.88,0.7
Julius Randle,0.22,0.22,0.18,0.24,0.11,0.28,0.21,0.62,0.61,0.51,0.67,0.31,0.97,0.97,0.89,0.98,0.72,0.97,0.96,0.95,0.83,0.77,0.92,0.34
Zion Williamson,0.22,0.15,0.18,0.22,0.13,0.33,0.18,0.67,0.45,0.54,0.66,0.41,0.97,0.9,0.89,0.95,0.82,0.98,0.91,0.97,0.67,0.8,0.91,0.59
Zach LaVine,0.22,0.11,0.17,0.19,0.13,0.26,0.21,0.61,0.3,0.47,0.53,0.36,0.97,0.77,0.87,0.92,0.82,0.96,0.96,0.95,0.33,0.73,0.79,0.45
DeMar DeRozan,0.22,0.11,0.21,0.15,0.15,0.33,0.21,0.6,0.31,0.58,0.42,0.39,0.97,0.77,0.92,0.85,0.9,0.98,0.96,0.94,0.37,0.83,0.61,0.53
Anthony Davis,0.22,0.27,0.1,0.16,0.16,0.29,0.19,0.65,0.8,0.32,0.49,0.47,0.97,1.0,0.73,0.88,0.92,0.97,0.93,0.97,0.94,0.55,0.73,0.7
Nikola Jokic,0.21,0.28,0.33,0.26,0.17,0.27,0.17,0.62,0.81,0.98,0.75,0.5,0.95,1.0,0.99,0.99,0.93,0.97,0.89,0.95,0.95,0.98,0.96,0.76
Paul George,0.21,0.14,0.22,0.23,0.22,0.22,0.21,0.6,0.41,0.63,0.64,0.64,0.95,0.87,0.93,0.97,0.99,0.93,0.96,0.94,0.59,0.87,0.9,0.9
Anthony Edwards,0.21,0.14,0.17,0.23,0.2,0.22,0.22,0.59,0.39,0.49,0.62,0.53,0.95,0.87,0.87,0.97,0.97,0.93,0.98,0.93,0.56,0.75,0.89,0.8
De'Aaron Fox,0.21,0.1,0.22,0.2,0.16,0.24,0.21,0.61,0.29,0.65,0.6,0.45,0.95,0.72,0.93,0.93,0.92,0.95,0.96,0.95,0.31,0.89,0.86,0.67
Jimmy Butler,0.21,0.15,0.22,0.13,0.21,0.35,0.16,0.62,0.46,0.64,0.38,0.63,0.95,0.9,0.93,0.82,0.98,0.99,0.88,0.95,0.69,0.88,0.5,0.89
Pascal Siakam,0.21,0.18,0.26,0.23,0.09,0.28,0.21,0.58,0.5,0.69,0.6,0.24,0.95,0.93,0.96,0.97,0.6,0.97,0.96,0.93,0.73,0.91,0.86,0.2
Brandon Ingram,0.21,0.11,0.19,0.25,0.07,0.24,0.21,0.63,0.34,0.57,0.75,0.23,0.95,0.77,0.9,0.98,0.46,0.95,0.96,0.96,0.46,0.82,0.96,0.19
Lauri Markkanen,0.21,0.19,0.07,0.13,0.1,0.24,0.19,0.62,0.54,0.21,0.38,0.28,0.95,0.94,0.61,0.82,0.67,0.95,0.93,0.95,0.77,0.3,0.5,0.28
Kristaps Porzingis,0.2,0.19,0.1,0.16,0.12,0.3,0.18,0.62,0.59,0.3,0.51,0.37,0.94,0.94,0.73,0.88,0.78,0.98,0.91,0.95,0.81,0.5,0.76,0.48
Kawhi Leonard,0.2,0.14,0.16,0.13,0.2,0.22,0.19,0.59,0.43,0.5,0.39,0.58,0.94,0.87,0.85,0.82,0.97,0.93,0.93,0.93,0.63,0.76,0.53,0.85
Darius Garland,0.2,0.07,0.32,0.24,0.18,0.21,0.19,0.55,0.19,0.91,0.7,0.51,0.94,0.51,0.99,0.98,0.95,0.92,0.93,0.9,0.06,0.97,0.94,0.78
Jalen Brunson,0.2,0.08,0.28,0.17,0.14,0.22,0.19,0.59,0.21,0.8,0.48,0.43,0.94,0.58,0.97,0.89,0.86,0.93,0.93,0.93,0.1,0.96,0.71,0.63
Bradley Beal,0.2,0.09,0.21,0.23,0.14,0.21,0.2,0.6,0.28,0.63,0.68,0.41,0.94,0.65,0.92,0.97,0.86,0.92,0.94,0.94,0.28,0.87,0.93,0.59
Jalen Green,0.2,0.08,0.16,0.17,0.1,0.22,0.2,0.58,0.25,0.47,0.5,0.29,0.94,0.58,0.85,0.89,0.67,0.93,0.94,0.93,0.19,0.73,0.74,0.3
LaMelo Ball,0.2,0.14,0.33,0.27,0.15,0.13,0.22,0.57,0.4,0.93,0.79,0.41,0.94,0.87,0.99,0.99,0.9,0.83,0.98,0.92,0.58,0.98,0.97,0.59
Tyler Herro,0.19,0.14,0.18,0.19,0.09,0.12,0.2,0.52,0.39,0.52,0.54,0.27,0.92,0.87,0.89,0.92,0.6,0.8,0.94,0.87,0.56,0.78,0.8,0.26
Kelly Oubre Jr.,0.19,0.12,0.04,0.1,0.17,0.19,0.19,0.57,0.36,0.13,0.3,0.52,0.92,0.81,0.38,0.72,0.93,0.91,0.93,0.92,0.51,0.11,0.32,0.79
Terry Rozier,0.19,0.09,0.21,0.16,0.14,0.15,0.21,0.54,0.26,0.59,0.44,0.4,0.92,0.65,0.92,0.88,0.86,0.86,0.96,0.89,0.22,0.84,0.63,0.56
James Harden,0.19,0.16,0.43,0.28,0.18,0.26,0.18,0.5,0.43,1.16,0.77,0.48,0.92,0.91,1.0,1.0,0.95,0.96,0.91,0.85,0.63,1.0,0.96,0.72
Bam Adebayo,0.19,0.23,0.14,0.21,0.15,0.24,0.18,0.55,0.65,0.4,0.6,0.42,0.92,0.98,0.82,0.94,0.9,0.95,0.91,0.9,0.86,0.66,0.86,0.61
Kyle Kuzma,0.19,0.17,0.15,0.22,0.08,0.16,0.21,0.54,0.48,0.45,0.62,0.23,0.92,0.92,0.84,0.95,0.53,0.88,0.96,0.89,0.7,0.7,0.89,0.19
Bojan Bogdanovic,0.19,0.09,0.11,0.16,0.07,0.19,0.17,0.59,0.27,0.33,0.5,0.23,0.92,0.65,0.76,0.88,0.46,0.91,0.89,0.93,0.25,0.57,0.74,0.19
Keldon Johnson,0.19,0.12,0.11,0.15,0.09,0.26,0.19,0.58,0.35,0.32,0.46,0.28,0.92,0.81,0.76,0.85,0.6,0.96,0.93,0.93,0.48,0.55,0.68,0.28
CJ McCollum,0.19,0.1,0.23,0.18,0.12,0.13,0.21,0.53,0.3,0.65,0.5,0.34,0.92,0.72,0.95,0.91,0.78,0.83,0.96,0.88,0.33,0.89,0.74,0.4
Jerami Grant,0.18,0.11,0.1,0.13,0.13,0.21,0.17,0.5,0.31,0.28,0.36,0.36,0.91,0.77,0.73,0.82,0.82,0.92,0.89,0.85,0.37,0.46,0.45,0.45
Cade Cunningham,0.18,0.14,0.29,0.24,0.16,0.13,0.21,0.54,0.41,0.86,0.72,0.48,0.91,0.87,0.98,0.98,0.92,0.83,0.96,0.89,0.59,0.96,0.95,0.72
Paolo Banchero,0.18,0.15,0.16,0.19,0.12,0.29,0.18,0.52,0.45,0.47,0.57,0.37,0.91,0.9,0.85,0.92,0.78,0.97,0.91,0.87,0.67,0.73,0.83,0.48
Jordan Clarkson,0.18,0.09,0.17,0.2,0.09,0.16,0.19,0.54,0.27,0.52,0.62,0.28,0.91,0.65,0.87,0.93,0.6,0.88,0.93,0.89,0.25,0.78,0.89,0.28
Desmond Bane,0.18,0.11,0.17,0.19,0.11,0.15,0.18,0.58,0.36,0.53,0.6,0.35,0.91,0.77,0.87,0.92,0.72,0.86,0.91,0.93,0.51,0.79,0.86,0.43
Anfernee Simons,0.18,0.06,0.17,0.15,0.11,0.12,0.2,0.52,0.18,0.47,0.41,0.29,0.91,0.42,0.87,0.85,0.72,0.8,0.94,0.87,0.06,0.73,0.58,0.3
Klay Thompson,0.18,0.09,0.08,0.11,0.1,0.1,0.2,0.55,0.27,0.25,0.34,0.29,0.91,0.65,0.65,0.77,0.67,0.74,0.94,0.9,0.25,0.4,0.42,0.3
Karl-Anthony Towns,0.18,0.19,0.2,0.2,0.09,0.21,0.16,0.53,0.57,0.59,0.59,0.26,0.91,0.94,0.91,0.93,0.6,0.92,0.88,0.88,0.8,0.84,0.85,0.24
Mikal Bridges,0.17,0.1,0.12,0.11,0.15,0.16,0.16,0.47,0.29,0.35,0.31,0.44,0.89,0.72,0.79,0.77,0.9,0.88,0.88,0.82,0.31,0.6,0.34,0.65
Franz Wagner,0.17,0.09,0.15,0.15,0.11,0.16,0.16,0.51,0.28,0.46,0.45,0.34,0.89,0.65,0.84,0.85,0.72,0.88,0.88,0.86,0.28,0.72,0.66,0.4
Tyrese Haliburton,0.17,0.09,0.38,0.18,0.22,0.15,0.17,0.52,0.26,1.14,0.56,0.65,0.89,0.65,1.0,0.91,0.99,0.86,0.89,0.87,0.22,0.99,0.81,0.91
Kevin Porter Jr.,0.17,0.12,0.26,0.21,0.2,0.18,0.17,0.49,0.35,0.78,0.61,0.59,0.89,0.81,0.96,0.94,0.97,0.9,0.89,0.84,0.48,0.94,0.88,0.86
Fred VanVleet,0.17,0.1,0.29,0.19,0.19,0.16,0.18,0.46,0.27,0.79,0.51,0.51,0.89,0.72,0.98,0.92,0.96,0.88,0.91,0.8,0.25,0.95,0.76,0.78
Devin Vassell,0.17,0.09,0.13,0.1,0.14,0.12,0.17,0.54,0.28,0.42,0.3,0.48,0.89,0.65,0.81,0.72,0.86,0.8,0.89,0.89,0.28,0.68,0.32,0.72
Jrue Holiday,0.17,0.1,0.29,0.22,0.2,0.13,0.17,0.5,0.32,0.89,0.66,0.59,0.89,0.72,0.98,0.95,0.97,0.83,0.89,0.85,0.4,0.97,0.91,0.86
Jordan Poole,0.17,0.06,0.16,0.21,0.11,0.24,0.17,0.55,0.2,0.52,0.7,0.36,0.89,0.42,0.85,0.94,0.72,0.95,0.89,0.9,0.08,0.78,0.94,0.45
RJ Barrett,0.17,0.11,0.12,0.18,0.08,0.21,0.18,0.49,0.31,0.38,0.54,0.23,0.89,0.77,0.79,0.91,0.53,0.92,0.91,0.84,0.37,0.63,0.8,0.19
Tyrese Maxey,0.17,0.07,0.14,0.11,0.1,0.15,0.18,0.52,0.21,0.42,0.34,0.3,0.89,0.51,0.82,0.77,0.67,0.86,0.91,0.87,0.1,0.68,0.42,0.32
Jamal Murray,0.17,0.09,0.21,0.16,0.13,0.16,0.19,0.51,0.28,0.62,0.46,0.4,0.89,0.65,0.92,0.88,0.82,0.88,0.93,0.86,0.28,0.87,0.68,0.56
Dejounte Murray,0.17,0.12,0.25,0.18,0.21,0.11,0.19,0.47,0.33,0.67,0.48,0.57,0.89,0.81,0.96,0.91,0.98,0.78,0.93,0.82,0.43,0.9,0.71,0.84
Domantas Sabonis,0.16,0.3,0.27,0.22,0.14,0.21,0.14,0.46,0.85,0.77,0.64,0.38,0.87,1.0,0.97,0.95,0.86,0.92,0.84,0.8,0.97,0.94,0.9,0.5
Deandre Ayton,0.16,0.23,0.07,0.15,0.08,0.14,0.15,0.53,0.74,0.21,0.48,0.25,0.87,0.98,0.61,0.85,0.53,0.85,0.86,0.88,0.91,0.3,0.71,0.22
Nikola Vucevic,0.16,0.26,0.14,0.14,0.09,0.08,0.16,0.46,0.77,0.39,0.41,0.28,0.87,0.99,0.82,0.84,0.6,0.65,0.88,0.8,0.93,0.65,0.58,0.28
Gary Trent Jr.,0.16,0.06,0.07,0.07,0.18,0.13,0.16,0.47,0.19,0.21,0.22,0.56,0.87,0.42,0.61,0.54,0.95,0.83,0.88,0.82,0.06,0.3,0.17,0.83
Spencer Dinwiddie,0.16,0.08,0.27,0.17,0.13,0.17,0.16,0.46,0.24,0.79,0.48,0.38,0.87,0.58,0.97,0.89,0.82,0.89,0.88,0.8,0.16,0.95,0.71,0.5
Bennedict Mathurin,0.15,0.1,0.05,0.13,0.08,0.24,0.14,0.51,0.35,0.18,0.48,0.28,0.86,0.72,0.47,0.82,0.53,0.95,0.84,0.86,0.48,0.21,0.71,0.28
D'Angelo Russell,0.15,0.07,0.25,0.18,0.13,0.12,0.15,0.46,0.24,0.77,0.54,0.39,0.86,0.51,0.96,0.91,0.82,0.8,0.86,0.8,0.16,0.94,0.8,0.53
Myles Turner,0.15,0.19,0.05,0.11,0.07,0.19,0.13,0.52,0.63,0.18,0.41,0.25,0.86,0.94,0.47,0.77,0.46,0.91,0.82,0.87,0.85,0.21,0.58,0.22
Buddy Hield,0.15,0.12,0.1,0.12,0.15,0.07,0.15,0.46,0.38,0.32,0.4,0.44,0.86,0.81,0.73,0.8,0.9,0.6,0.86,0.8,0.54,0.55,0.55,0.65
Michael Porter Jr.,0.15,0.13,0.04,0.07,0.08,0.09,0.15,0.51,0.43,0.13,0.26,0.27,0.86,0.84,0.38,0.54,0.53,0.7,0.86,0.86,0.63,0.11,0.25,0.26
O.G. Anunoby,0.15,0.12,0.08,0.17,0.2,0.11,0.14,0.42,0.33,0.23,0.48,0.58,0.86,0.81,0.65,0.89,0.97,0.78,0.84,0.73,0.43,0.34,0.71,0.85
Christian Wood,0.15,0.2,0.08,0.16,0.07,0.16,0.14,0.56,0.73,0.28,0.59,0.26,0.86,0.95,0.65,0.88,0.46,0.88,0.84,0.91,0.91,0.46,0.85,0.24
Jaren Jackson Jr.,0.15,0.14,0.03,0.12,0.12,0.19,0.14,0.54,0.52,0.12,0.42,0.43,0.86,0.87,0.28,0.8,0.78,0.91,0.84,0.89,0.75,0.1,0.61,0.63
Andrew Wiggins,0.14,0.12,0.08,0.08,0.15,0.11,0.16,0.44,0.36,0.24,0.27,0.47,0.84,0.81,0.65,0.62,0.9,0.78,0.88,0.76,0.51,0.37,0.27,0.7
Wendell Carter Jr.,0.14,0.2,0.1,0.14,0.06,0.15,0.13,0.46,0.67,0.34,0.48,0.2,0.84,0.95,0.73,0.84,0.38,0.86,0.82,0.8,0.87,0.58,0.71,0.14
Norman Powell,0.14,0.07,0.07,0.13,0.11,0.19,0.14,0.56,0.27,0.28,0.5,0.44,0.84,0.51,0.61,0.82,0.72,0.91,0.84,0.91,0.25,0.46,0.74,0.65
Brook Lopez,0.14,0.13,0.05,0.1,0.08,0.1,0.13,0.44,0.43,0.17,0.33,0.27,0.84,0.84,0.47,0.72,0.53,0.74,0.82,0.76,0.63,0.19,0.39,0.26
Aaron Gordon,0.14,0.15,0.1,0.11,0.11,0.21,0.13,0.47,0.5,0.31,0.38,0.34,0.84,0.9,0.73,0.77,0.72,0.92,0.82,0.82,0.73,0.52,0.5,0.4
Josh Giddey,0.14,0.18,0.25,0.23,0.09,0.07,0.16,0.44,0.57,0.79,0.74,0.29,0.84,0.93,0.96,0.97,0.6,0.6,0.88,0.76,0.8,0.95,0.95,0.3
Evan Mobley,0.14,0.22,0.11,0.16,0.11,0.17,0.14,0.42,0.63,0.32,0.47,0.33,0.84,0.97,0.76,0.88,0.72,0.89,0.84,0.73,0.85,0.55,0.69,0.38
Cameron Johnson,0.14,0.1,0.07,0.05,0.14,0.11,0.13,0.48,0.34,0.25,0.17,0.48,0.84,0.72,0.61,0.38,0.86,0.78,0.82,0.83,0.46,0.4,0.11,0.72
Scottie Barnes,0.14,0.16,0.2,0.18,0.11,0.14,0.15,0.39,0.46,0.57,0.51,0.32,0.84,0.91,0.91,0.91,0.72,0.85,0.86,0.66,0.69,0.82,0.76,0.36
Jaden Ivey,0.14,0.09,0.21,0.2,0.11,0.19,0.15,0.46,0.3,0.68,0.66,0.38,0.84,0.65,0.92,0.93,0.72,0.91,0.86,0.8,0.33,0.9,0.91,0.5
Alperen Sengun,0.13,0.19,0.17,0.16,0.13,0.15,0.12,0.47,0.68,0.57,0.57,0.44,0.82,0.94,0.87,0.88,0.82,0.86,0.79,0.82,0.88,0.82,0.83,0.65
Jonas Valanciunas,0.13,0.23,0.06,0.14,0.03,0.12,0.12,0.49,0.9,0.26,0.67,0.1,0.82,0.98,0.55,0.84,0.18,0.8,0.79,0.84,0.98,0.42,0.92,0.08
Jarrett Allen,0.13,0.24,0.07,0.11,0.1,0.14,0.11,0.38,0.72,0.21,0.33,0.32,0.82,0.99,0.61,0.77,0.67,0.85,0.76,0.64,0.9,0.3,0.39,0.36
Gordon Hayward,0.13,0.1,0.16,0.15,0.11,0.13,0.13,0.41,0.31,0.49,0.47,0.36,0.82,0.72,0.85,0.85,0.72,0.83,0.82,0.7,0.37,0.75,0.69,0.45
Markelle Fultz,0.13,0.1,0.23,0.18,0.19,0.1,0.13,0.41,0.32,0.78,0.61,0.63,0.82,0.72,0.95,0.91,0.96,0.74,0.82,0.7,0.4,0.94,0.88,0.89
Kevin Huerter,0.13,0.08,0.1,0.09,0.15,0.07,0.13,0.42,0.25,0.35,0.32,0.49,0.82,0.58,0.73,0.68,0.9,0.6,0.82,0.73,0.19,0.6,0.36,0.74
Tobias Harris,0.13,0.14,0.1,0.1,0.12,0.07,0.14,0.38,0.43,0.29,0.29,0.36,0.82,0.87,0.73,0.72,0.78,0.6,0.84,0.64,0.63,0.48,0.3,0.45
P.J. Washington,0.13,0.11,0.1,0.12,0.11,0.1,0.14,0.41,0.33,0.29,0.37,0.32,0.82,0.77,0.73,0.8,0.72,0.74,0.84,0.7,0.43,0.48,0.47,0.36
Russell Westbrook,0.13,0.13,0.29,0.27,0.14,0.17,0.15,0.45,0.47,0.99,0.94,0.51,0.82,0.84,0.98,0.99,0.86,0.89,0.86,0.78,0.69,0.99,0.98,0.78
Dillon Brooks,0.13,0.07,0.1,0.11,0.1,0.09,0.15,0.41,0.23,0.33,0.37,0.33,0.82,0.51,0.73,0.77,0.67,0.7,0.86,0.7,0.14,0.57,0.47,0.38
De'Andre Hunter,0.13,0.1,0.06,0.1,0.07,0.15,0.13,0.42,0.3,0.18,0.32,0.21,0.82,0.72,0.55,0.72,0.46,0.86,0.82,0.73,0.33,0.21,0.36,0.15
Rudy Gobert,0.12,0.27,0.04,0.11,0.1,0.21,0.09,0.39,0.89,0.13,0.35,0.33,0.8,1.0,0.38,0.77,0.67,0.92,0.68,0.66,0.98,0.11,0.44,0.38
Jusuf Nurkic,0.12,0.22,0.12,0.17,0.11,0.15,0.11,0.42,0.8,0.47,0.7,0.43,0.8,0.97,0.79,0.89,0.72,0.86,0.76,0.73,0.94,0.73,0.94,0.63
Harrison Barnes,0.12,0.11,0.06,0.08,0.08,0.19,0.11,0.37,0.35,0.18,0.25,0.26,0.8,0.77,0.55,0.62,0.53,0.91,0.76,0.62,0.48,0.21,0.23,0.24
Collin Sexton,0.12,0.05,0.11,0.12,0.09,0.18,0.11,0.5,0.2,0.45,0.53,0.37,0.8,0.33,0.76,0.8,0.6,0.9,0.76,0.85,0.08,0.7,0.79,0.48
Immanuel Quickley,0.12,0.09,0.14,0.09,0.15,0.1,0.12,0.41,0.32,0.49,0.33,0.55,0.8,0.65,0.82,0.68,0.9,0.74,0.79,0.7,0.4,0.75,0.39,0.81
Tim Hardaway Jr.,0.12,0.09,0.08,0.07,0.12,0.09,0.14,0.41,0.3,0.28,0.25,0.4,0.8,0.65,0.65,0.54,0.78,0.7,0.84,0.7,0.33,0.46,0.23,0.56
Malcolm Brogdon,0.12,0.1,0.14,0.12,0.09,0.12,0.12,0.47,0.38,0.54,0.51,0.37,0.8,0.72,0.82,0.8,0.6,0.8,0.79,0.82,0.54,0.8,0.76,0.48
Saddiq Bey,0.12,0.11,0.06,0.07,0.12,0.13,0.12,0.42,0.38,0.21,0.23,0.41,0.8,0.77,0.55,0.54,0.78,0.83,0.79,0.73,0.54,0.3,0.19,0.59
Chris Paul,0.12,0.1,0.33,0.15,0.22,0.13,0.12,0.37,0.3,1.02,0.48,0.72,0.8,0.72,0.99,0.85,0.99,0.83,0.79,0.62,0.33,0.99,0.71,0.93
Bobby Portis,0.12,0.2,0.06,0.09,0.06,0.08,0.13,0.46,0.77,0.24,0.34,0.23,0.8,0.95,0.55,0.68,0.38,0.65,0.82,0.8,0.93,0.37,0.42,0.19
Luguentz Dort,0.12,0.1,0.1,0.1,0.12,0.15,0.13,0.38,0.32,0.32,0.32,0.39,0.8,0.72,0.73,0.72,0.78,0.86,0.82,0.64,0.4,0.55,0.36,0.53
Bogdan Bogdanovic,0.12,0.07,0.11,0.1,0.12,0.06,0.13,0.4,0.25,0.39,0.36,0.42,0.8,0.51,0.76,0.72,0.78,0.55,0.82,0.68,0.19,0.65,0.45,0.61
Khris Middleton,0.12,0.09,0.18,0.16,0.11,0.13,0.13,0.48,0.35,0.75,0.7,0.48,0.8,0.65,0.89,0.88,0.72,0.83,0.82,0.83,0.48,0.93,0.94,0.72
Trey Murphy III,0.12,0.09,0.05,0.06,0.14,0.08,0.11,0.38,0.28,0.19,0.19,0.45,0.8,0.65,0.47,0.47,0.86,0.65,0.76,0.64,0.28,0.24,0.14,0.67
Kenyon Martin Jr.,0.11,0.12,0.07,0.08,0.06,0.11,0.1,0.4,0.44,0.25,0.28,0.21,0.77,0.81,0.61,0.62,0.38,0.78,0.72,0.68,0.66,0.4,0.29,0.15
Jakob Poeltl,0.11,0.22,0.11,0.12,0.12,0.12,0.1,0.42,0.82,0.4,0.47,0.46,0.77,0.97,0.76,0.8,0.78,0.8,0.72,0.73,0.95,0.66,0.69,0.68
Nic Claxton,0.11,0.23,0.07,0.1,0.11,0.15,0.09,0.38,0.79,0.23,0.34,0.37,0.77,0.98,0.61,0.72,0.72,0.86,0.68,0.64,0.94,0.34,0.42,0.48
Marvin Bagley III,0.11,0.15,0.04,0.07,0.07,0.1,0.1,0.45,0.66,0.14,0.31,0.26,0.77,0.9,0.38,0.54,0.46,0.74,0.72,0.78,0.87,0.13,0.34,0.24
Alec Burks,0.11,0.07,0.09,0.08,0.1,0.15,0.1,0.51,0.31,0.43,0.38,0.5,0.77,0.51,0.69,0.62,0.67,0.86,0.72,0.86,0.37,0.69,0.5,0.76
John Collins,0.11,0.15,0.05,0.1,0.09,0.1,0.11,0.36,0.5,0.16,0.33,0.29,0.77,0.9,0.47,0.72,0.6,0.74,0.76,0.59,0.73,0.17,0.39,0.3
Eric Gordon,0.11,0.04,0.12,0.1,0.09,0.1,0.11,0.37,0.15,0.39,0.32,0.29,0.77,0.25,0.79,0.72,0.6,0.74,0.76,0.62,0.04,0.65,0.36,0.3
Jalen Williams,0.11,0.1,0.13,0.13,0.16,0.11,0.11,0.37,0.34,0.43,0.46,0.51,0.77,0.72,0.81,0.82,0.92,0.78,0.76,0.62,0.46,0.69,0.68,0.78
Kyle Lowry,0.11,0.1,0.22,0.15,0.14,0.12,0.11,0.33,0.32,0.67,0.45,0.4,0.77,0.72,0.93,0.85,0.86,0.8,0.76,0.49,0.4,0.9,0.66,0.56
Jabari Smith Jr.,0.11,0.16,0.06,0.09,0.07,0.11,0.12,0.36,0.5,0.18,0.33,0.21,0.77,0.91,0.55,0.68,0.46,0.78,0.79,0.59,0.73,0.21,0.39,0.15
Max Strus,0.11,0.08,0.09,0.07,0.07,0.06,0.12,0.36,0.28,0.32,0.23,0.25,0.77,0.58,0.69,0.54,0.46,0.55,0.79,0.59,0.28,0.55,0.19,0.22
Lonnie Walker IV,0.11,0.05,0.05,0.06,0.08,0.08,0.11,0.42,0.17,0.22,0.22,0.3,0.77,0.33,0.47,0.47,0.53,0.65,0.76,0.73,0.05,0.32,0.17,0.32
Marcus Morris Sr.,0.11,0.09,0.08,0.06,0.09,0.06,0.12,0.37,0.32,0.26,0.23,0.3,0.77,0.65,0.65,0.47,0.6,0.55,0.79,0.62,0.4,0.42,0.19,0.32
Malik Monk,0.11,0.06,0.14,0.14,0.09,0.12,0.12,0.48,0.28,0.66,0.66,0.43,0.77,0.42,0.82,0.84,0.6,0.8,0.79,0.83,0.28,0.89,0.91,0.63
