,Player,Team,Age,Less than 5ft._FGM,Less than 5ft._FGA,Less than 5ft._FG%,5-9 ft._FGM,5-9 ft._FGA,5-9 ft._FG%,10-14 ft._FGM,10-14 ft._FGA,10-14 ft._FG%,15-19 ft._FGM,15-19 ft._FGA,15-19 ft._FG%,20-24 ft._FGM,20-24 ft._FGA,20-24 ft._FG%,25-29 ft._FGM,25-29 ft._FGA,25-29 ft._FG%
23,Anthony Edwards,MIN,21,14.6,23.1,62.9,3.0,7.1,42.4,2.6,6.0,43.0,1.5,3.9,37.8,4.2,11.5,36.1,5.5,14.7,37.3
24,Anthony Gill,WAS,30,3.8,6.0,63.0,1.2,2.9,42.5,0.6,1.0,62.9,0.6,1.5,37.5,0.9,2.5,35.4,1.8,4.8,38.8
25,Anthony Lamb,GSW,25,6.3,9.4,66.7,2.8,6.1,46.4,1.1,2.8,39.1,1.0,2.4,42.7,2.2,5.6,39.6,3.4,9.8,34.8
26,Austin Reaves,LAL,24,11.0,17.4,63.1,2.9,6.3,46.2,2.1,4.7,45.1,1.7,3.9,44.8,2.9,7.2,39.5,4.3,14.0,30.8
27,Austin Rivers,MIN,30,8.7,13.1,66.1,1.9,4.4,42.5,1.6,3.3,49.1,0.7,1.8,36.5,2.4,7.0,35.0,3.0,7.5,40.1
28,Ayo Dosunmu,CHI,23,11.1,16.9,65.5,2.0,5.2,38.5,1.4,3.3,40.9,1.2,2.9,41.8,3.0,8.6,34.9,4.8,12.7,37.7
29,Bam Adebayo,MIA,25,11.8,17.4,67.6,3.7,7.4,49.9,2.2,5.3,42.0,1.4,3.4,40.6,3.8,10.1,37.5,5.6,16.0,35.1
30,Ben Simmons,BKN,26,10.5,17.6,59.5,2.3,5.8,39.2,1.5,3.8,39.1,1.0,2.9,35.2,3.0,7.8,39.3,3.9,11.3,34.8
31,Bennedict Mathurin,IND,20,12.2,19.6,62.3,2.1,4.9,42.2,1.6,3.7,42.4,1.2,2.8,41.9,2.7,7.3,36.9,4.3,11.7,36.4
32,Bismack Biyombo,PHX,30,4.7,8.3,56.3,1.3,3.4,36.6,0.9,2.3,39.1,0.8,1.8,43.8,1.4,3.3,41.8,2.0,6.0,34.3
33,Blake Griffin,BOS,33,4.5,6.9,64.2,1.5,3.1,46.4,1.0,2.5,41.6,1.6,2.7,61.0,1.2,3.2,38.0,2.3,6.5,34.5
34,Blake Wesley,SAS,19,7.5,11.9,62.8,1.4,3.2,43.7,1.3,2.5,51.9,0.7,1.3,53.6,1.6,4.1,38.4,2.1,5.7,36.5
35,Boban Marjanovic,HOU,34,1.5,2.1,70.6,0.3,0.9,36.8,0.4,0.9,42.1,0.4,0.6,70.0,0.4,1.2,34.8,0.8,3.1,27.0
36,Bobby Portis,MIL,28,9.5,15.1,62.8,2.2,5.4,40.8,2.5,6.1,40.3,1.9,4.3,43.9,1.9,5.7,32.9,4.6,12.7,36.1
37,Bogdan Bogdanovic,ATL,30,12.1,19.0,63.7,2.0,4.6,42.7,1.7,4.3,40.2,1.6,3.1,49.6,4.0,9.7,41.0,3.9,12.0,32.7
38,Bojan Bogdanovic,DET,33,14.8,22.1,66.7,2.8,6.6,42.9,1.8,4.5,41.4,1.4,3.4,42.7,3.6,8.9,40.2,4.9,13.5,36.3
39,Bol Bol,ORL,23,8.8,12.4,71.2,1.6,4.1,38.5,1.2,3.0,40.6,1.0,2.2,45.6,2.7,7.0,39.4,3.7,11.3,32.6
40,Bones Hyland,LAC,22,8.4,11.8,71.4,1.6,3.8,40.8,0.8,2.1,39.8,1.0,2.0,48.9,2.1,5.6,38.1,3.1,8.4,37.1
41,Bradley Beal,WAS,29,12.8,19.4,65.7,3.2,8.4,37.9,2.5,5.6,45.1,1.8,4.4,40.9,2.6,7.5,34.2,5.9,15.6,37.7
42,Brandon Boston Jr.,LAC,21,4.9,7.4,66.0,1.3,3.1,43.1,0.8,1.6,51.6,0.8,2.1,39.4,1.1,3.2,34.5,2.4,5.3,44.3
43,Brandon Clarke,MEM,26,7.1,12.2,58.7,1.5,4.1,37.4,0.9,2.6,34.0,0.8,1.7,47.8,2.3,5.9,38.5,3.4,10.0,34.0
44,Brandon Ingram,NOP,25,12.4,18.1,68.3,3.3,7.5,44.2,1.6,4.0,41.5,1.7,3.7,45.2,3.5,9.2,37.9,5.4,15.5,35.0
45,Braxton Key,DET,26,1.3,1.3,100.0,0.5,0.5,100,0.0,1.0,0.0,-,-,-,0.7,1.3,50.0,0.7,3.3,20.0
46,Brook Lopez,MIL,34,9.6,16.1,59.4,3.0,7.1,42.0,3.4,7.2,47.5,2.4,6.0,39.3,2.4,7.2,33.2,5.5,15.3,36.1
47,Bruce Brown,DEN,26,11.8,17.4,67.8,2.4,6.5,37.4,1.7,3.8,43.6,1.3,2.9,46.1,2.8,7.8,36.2,4.3,12.3,35.2
48,Bruno Fernando,ATL,24,3.5,5.6,63.0,0.8,2.6,32.9,0.9,1.9,47.2,0.6,1.5,43.2,1.1,2.8,40.6,2.3,6.3,36.6
49,Bryce McGowens,CHA,20,5.4,9.9,54.1,1.7,4.0,43.0,1.0,2.3,44.6,0.9,1.7,52.8,1.9,3.9,49.6,3.0,8.1,36.8
50,Bryn Forbes,MIN,29,4.4,7.2,61.5,0.8,1.8,44.4,0.7,1.3,50.0,0.4,1.0,40.0,1.4,4.0,35.4,1.9,4.7,40.7
51,Buddy Boeheim,DET,23,2.7,3.7,72.7,1.5,4.0,37.5,0.5,1.0,50.0,0.0,0.5,0.0,0.7,2.3,28.6,1.7,6.0,27.8
52,Buddy Hield,IND,30,13.1,21.7,60.4,2.9,6.2,46.1,2.3,5.1,45.2,1.5,3.3,44.1,3.5,8.7,40.2,4.9,13.6,36.0
53,CJ McCollum,NOP,31,14.6,20.9,69.6,3.2,7.4,43.0,2.0,4.7,42.9,1.6,3.8,41.5,3.9,10.0,39.2,5.1,16.3,31.4
54,Cade Cunningham,DET,21,16.0,24.6,65.1,3.3,6.8,47.6,2.3,5.9,39.4,1.8,3.2,57.9,2.6,8.5,30.4,5.6,14.8,37.6
55,Caleb Houstan,ORL,20,6.8,9.4,72.0,1.2,2.9,43.4,0.9,2.0,46.5,0.6,1.6,38.6,1.6,4.3,38.0,2.6,7.5,34.8
56,Caleb Martin,MIA,27,10.2,15.0,67.9,3.3,6.7,49.5,2.0,4.4,46.5,1.3,3.1,40.9,3.2,8.0,39.9,4.6,13.8,33.6
57,Cam Reddish,POR,23,11.1,16.9,65.6,1.7,4.7,35.7,1.8,3.7,49.6,1.0,2.4,43.6,3.0,7.5,40.3,3.9,11.2,34.5
58,Cam Thomas,BKN,21,6.7,11.0,61.5,1.6,3.7,44.5,1.1,2.7,41.5,0.5,1.5,35.2,2.3,5.4,42.9,2.5,7.3,34.6
59,Cameron Johnson,BKN,27,10.2,17.3,58.8,2.6,6.4,39.6,2.3,4.6,49.6,1.2,3.2,39.1,3.1,8.0,38.4,3.3,9.9,33.8
60,Cameron Payne,PHX,28,8.9,13.8,64.7,1.9,4.6,41.5,1.5,3.0,48.6,0.9,2.5,35.2,2.0,4.9,41.0,3.2,8.7,36.6
61,Caris LeVert,CLE,28,11.0,17.9,61.2,2.7,6.4,42.4,1.9,4.8,39.0,1.2,2.9,41.7,2.9,7.3,39.2,4.2,11.8,35.5
62,Carlik Jones,CHI,25,2.0,4.5,44.4,0.0,2.0,0.0,1.5,2.0,75.0,1.0,2.0,50.0,2.0,9.0,22.2,3.5,7.5,46.7
63,Cedi Osman,CLE,27,7.6,12.3,62.0,1.7,4.5,38.6,1.4,3.4,42.2,0.8,2.2,37.8,1.7,4.4,38.2,2.7,7.9,34.2
64,Charles Bassey,SAS,22,6.4,10.3,62.2,1.3,2.6,50.0,0.8,1.9,41.9,0.7,1.6,44.0,1.5,4.2,36.5,2.4,6.8,35.7
65,Chima Moneke,SAC,27,1.5,1.5,100.0,0.5,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,33.3,2.0,5.0,40.0
66,Chimezie Metu,SAC,25,4.7,7.4,63.2,1.2,2.5,45.5,0.5,1.4,39.1,0.6,1.6,35.4,1.5,3.5,41.6,1.5,4.8,30.6
67,Chris Boucher,TOR,30,7.5,11.6,64.3,1.7,3.8,45.9,1.4,2.6,52.8,0.7,1.8,38.5,2.1,5.5,38.0,3.1,8.1,38.2
68,Chris Duarte,IND,25,8.8,13.6,64.2,1.6,3.7,42.8,1.2,3.1,39.6,0.9,2.3,40.4,2.1,5.3,38.9,3.4,8.7,38.7
69,Chris Paul,PHX,37,10.8,17.6,61.6,2.4,7.0,34.1,2.4,5.2,46.7,1.8,3.7,47.2,3.6,8.6,42.3,4.8,14.4,33.4
70,Chris Silva,DAL,26,1.0,1.0,100.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0
71,Christian Braun,DEN,21,6.5,9.4,68.6,1.6,3.8,41.2,0.9,1.8,50.5,0.6,1.5,39.5,1.5,4.4,35.0,1.9,6.3,30.6
72,Christian Koloko,TOR,22,4.6,7.9,58.0,1.1,2.4,45.5,1.0,2.1,49.5,0.7,1.4,47.6,1.7,4.6,37.7,1.8,5.8,30.6
73,Christian Wood,DAL,27,10.0,15.8,63.5,2.3,5.4,43.5,2.0,3.8,52.6,1.5,3.2,47.0,3.4,8.1,41.6,3.4,10.1,34.3
74,Chuma Okeke,ORL,24,9.1,13.4,68.0,1.4,3.6,40.0,0.9,2.2,38.6,0.8,1.7,45.5,2.3,5.5,41.4,3.1,10.0,31.1
75,Clint Capela,ATL,28,11.3,17.6,64.3,2.4,5.3,45.5,2.7,5.4,51.1,1.6,3.4,47.3,2.8,7.8,36.1,4.1,10.5,38.5
76,Coby White,CHI,23,8.4,13.4,63.1,1.7,3.9,44.4,1.1,2.8,40.9,0.9,2.2,41.7,2.5,7.1,35.1,3.9,11.0,35.7
77,Cody Martin,CHA,27,9.5,14.8,64.0,1.3,3.5,38.1,1.1,2.3,50.0,1.3,2.3,57.1,2.3,5.0,45.7,3.0,10.4,28.8
78,Cody Zeller,MIA,30,3.9,6.5,60.0,1.6,3.5,45.7,1.2,2.4,50.0,0.4,1.8,25.0,1.2,3.3,36.4,2.3,5.9,39.0
79,Cole Anthony,ORL,22,9.3,13.1,71.0,1.8,4.8,38.1,1.7,3.8,44.4,1.2,2.9,42.3,3.1,8.0,39.2,4.1,12.5,33.3
80,Cole Swider,LAL,23,2.8,4.6,60.9,0.4,1.2,33.3,0.8,1.3,60.0,0.8,1.0,80.0,1.0,2.0,50.0,1.5,4.0,37.5
81,Collin Sexton,UTA,24,10.2,16.3,62.2,2.9,6.3,45.3,1.5,3.3,46.5,1.2,2.7,44.1,2.7,6.9,39.9,3.5,9.9,35.6
82,Corey Kispert,WAS,24,10.9,16.7,65.1,3.2,7.5,42.5,2.0,4.4,45.2,1.4,3.7,39.1,2.3,6.3,36.7,4.3,12.2,35.3
83,Cory Joseph,DET,31,7.4,11.1,66.9,1.8,4.4,41.2,1.0,2.3,42.7,0.6,1.9,31.9,1.7,4.4,39.4,2.5,7.2,34.8
84,D'Angelo Russell,LAL,27,13.1,20.9,62.8,2.5,6.0,42.2,2.2,5.2,42.6,1.4,3.6,39.9,4.0,10.4,38.0,5.0,13.6,36.5
85,Daishen Nix,HOU,21,6.5,9.2,70.3,1.4,3.3,43.4,1.1,2.2,48.5,0.8,1.7,45.9,1.5,4.4,34.6,3.4,8.9,38.0
86,Dalano Banton,TOR,23,3.8,5.9,64.2,0.6,1.1,48.4,0.5,1.0,48.1,0.3,0.7,41.2,1.1,2.7,40.6,1.6,4.9,32.3
87,Dalen Terry,CHI,20,1.5,2.8,55.1,0.4,1.1,33.3,0.3,0.8,35.7,0.3,0.6,45.5,0.9,2.3,37.5,1.1,2.8,38.2
88,Damian Jones,UTA,27,4.5,7.3,62.3,1.1,2.8,40.8,1.3,2.3,53.6,0.4,1.2,33.3,1.4,4.1,34.3,1.7,5.0,34.8
89,Damian Lillard,POR,32,16.9,26.0,65.0,2.9,6.4,44.8,2.2,5.1,43.6,1.8,4.2,42.0,3.4,9.3,37.0,5.3,14.8,35.8
90,Damion Lee,PHX,30,7.8,12.3,63.2,1.8,4.5,40.7,1.4,3.1,44.0,0.8,2.4,34.8,2.0,4.9,39.9,3.0,8.7,34.1
91,Daniel Gafford,WAS,24,7.2,11.8,60.8,2.1,5.3,39.1,1.5,3.1,47.6,1.2,2.8,43.0,1.5,4.5,33.1,3.8,9.9,38.8
92,Daniel Theis,IND,30,6.9,10.3,66.7,1.4,3.0,47.6,0.9,2.0,42.9,0.6,1.6,36.4,1.6,4.0,39.3,2.9,7.1,40.0
93,Danny Green,CLE,35,3.1,4.9,64.7,1.0,2.6,38.9,0.9,2.1,40.0,0.7,1.1,62.5,1.6,3.3,47.8,1.7,5.7,30.0
94,Danuel House Jr.,PHI,29,5.9,8.9,66.9,1.0,2.6,39.1,1.1,2.2,49.4,0.8,1.9,42.3,1.2,3.4,35.2,2.6,7.6,33.9
95,Dario Saric,OKC,28,5.4,7.9,68.0,1.8,3.8,46.5,0.6,1.9,33.0,0.6,1.6,37.0,1.7,4.2,41.1,2.2,6.4,34.2
96,Darius Bazley,PHX,22,5.9,10.2,57.5,1.4,3.1,46.6,0.9,1.9,45.2,0.6,1.3,46.3,1.9,5.2,35.6,2.3,6.6,34.7
97,Darius Days,HOU,23,1.8,3.0,58.3,1.5,2.0,75.0,0.3,0.3,100,0.3,0.5,50.0,0.3,0.8,33.3,1.3,4.0,31.3
98,Darius Garland,CLE,23,12.3,20.1,61.5,3.2,7.4,43.0,2.3,5.6,41.5,1.6,3.6,46.2,3.8,8.7,44.2,4.8,14.3,33.5
99,David Duke Jr.,BKN,23,3.3,5.6,58.4,0.9,1.7,51.7,0.4,1.3,31.8,0.3,1.4,22.7,1.6,3.2,49.0,1.7,4.7,35.2
100,David Roddy,MEM,21,6.8,11.2,60.7,1.5,3.2,45.3,0.9,2.4,36.4,0.8,1.7,48.9,2.2,5.4,39.9,2.8,8.5,33.0
101,Davion Mitchell,SAC,24,7.6,11.3,66.9,1.9,3.9,48.5,1.2,2.8,41.5,0.9,2.0,44.8,1.8,4.8,36.6,2.6,7.3,35.3
102,Davis Bertans,DAL,30,3.8,6.1,62.4,1.1,2.1,53.9,0.9,1.8,50.0,0.5,1.2,43.9,1.2,3.5,35.9,1.6,4.3,36.5
103,Davon Reed,LAL,27,3.5,5.2,67.3,0.9,1.8,47.5,0.4,1.0,34.5,0.3,0.8,34.5,1.0,2.6,38.8,1.5,4.2,35.7
104,Day'Ron Sharpe,BKN,21,5.2,7.6,68.3,1.2,2.5,48.2,0.9,2.0,43.5,0.4,1.2,36.8,1.8,3.7,47.2,2.0,5.4,36.9
105,De'Aaron Fox,SAC,25,14.4,21.3,67.6,4.0,8.0,50.0,2.5,5.3,47.0,1.6,4.0,41.0,4.0,10.3,39.2,5.4,14.5,37.5
106,De'Andre Hunter,ATL,25,13.9,21.6,64.4,2.7,5.9,45.2,2.6,5.5,48.0,1.8,3.8,47.8,3.4,9.4,36.3,4.6,13.2,34.9
107,De'Anthony Melton,PHI,24,10.5,16.3,64.6,2.6,5.8,45.2,1.7,4.1,40.8,1.7,3.8,43.9,2.5,6.6,38.5,4.6,12.9,35.9
108,DeAndre Jordan,DEN,34,6.3,8.9,70.8,1.2,3.4,36.0,0.8,1.8,45.2,0.8,1.8,46.6,1.8,4.6,39.1,1.9,6.2,30.9
109,DeMar DeRozan,CHI,33,13.8,21.4,64.6,2.7,6.4,41.9,2.1,4.5,45.7,1.7,3.8,44.0,4.0,11.2,35.8,5.9,16.5,35.6
110,Dean Wade,CLE,26,7.5,12.4,60.1,1.8,4.9,35.7,1.5,3.5,43.2,0.9,2.2,38.8,1.6,4.5,34.9,2.4,7.2,33.7
111,Deandre Ayton,PHX,24,11.3,17.1,65.8,2.5,6.4,39.4,2.4,4.9,49.7,1.7,3.9,43.8,3.4,8.1,41.5,4.5,13.1,34.6
112,Dejounte Murray,ATL,26,16.3,24.7,66.0,2.7,6.4,41.6,2.8,6.1,46.7,2.0,4.4,46.7,3.9,10.7,36.9,5.1,14.7,35.0
113,Delon Wright,WAS,30,9.7,14.6,66.1,2.2,6.1,35.4,1.9,3.9,50.3,1.2,3.1,38.5,1.8,5.5,32.4,4.0,11.2,36.0
114,Deni Avdija,WAS,22,9.9,15.6,63.8,2.7,6.8,39.0,1.8,4.0,43.8,1.4,3.6,39.1,2.3,6.1,37.4,4.5,12.2,36.7
115,Dennis Schroder,LAL,29,13.1,19.8,66.1,3.0,6.9,44.1,2.1,5.3,40.7,1.9,4.1,46.6,3.2,8.6,37.3,4.8,15.3,31.6
116,Dennis Smith Jr.,CHA,25,9.5,16.1,58.6,2.1,5.4,38.5,1.7,3.8,44.0,1.4,3.0,45.9,2.5,6.7,37.8,3.4,11.3,30.4
117,Deonte Burton,SAC,29,1.5,1.5,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,1.5,100,0.0,1.5,0.0
118,Dereon Seabron,NOP,22,0.6,1.0,60.0,0.0,0.3,0.0,0.5,1.0,50.0,0.5,0.5,100,0.3,1.0,25.0,0.5,3.0,16.7
119,Derrick Jones Jr.,CHI,26,6.5,9.8,66.3,1.1,2.8,40.6,0.7,1.8,38.4,0.3,1.3,27.0,1.4,4.1,35.5,2.0,6.4,31.7
120,Derrick Rose,NYK,34,5.0,7.8,64.0,1.1,2.8,40.3,0.9,2.4,36.5,0.5,1.4,34.2,1.1,3.6,29.6,2.4,6.3,37.9
121,Derrick White,BOS,28,9.9,15.6,63.3,2.8,7.1,40.2,2.2,5.0,43.4,1.9,4.2,44.9,2.6,6.8,37.8,4.4,13.1,33.6
122,Desmond Bane,MEM,24,11.5,19.4,59.2,2.7,6.8,39.5,2.0,4.9,42.0,1.2,3.2,37.3,3.2,8.5,38.1,5.1,15.0,34.3
123,Devin Booker,PHX,26,12.2,19.6,62.6,2.7,7.3,37.3,2.7,5.0,52.9,1.7,4.4,39.0,3.7,8.7,42.3,5.4,15.3,35.3
124,Devin Vassell,SAS,22,15.1,22.6,66.9,2.7,6.1,44.0,1.7,4.0,43.2,1.6,3.5,45.2,2.8,7.1,39.5,5.2,13.2,39.6
125,Devon Dotson,WAS,23,3.0,5.2,58.1,0.8,2.0,40.0,0.2,1.0,20.0,0.8,1.8,44.4,0.5,1.7,30.0,1.6,4.0,40.0
126,Devonte' Graham,SAS,28,7.1,10.2,69.9,1.5,3.3,44.7,0.9,2.0,46.2,0.7,1.7,41.3,2.1,5.2,40.4,2.6,7.9,32.7
127,Dewayne Dedmon,PHI,33,4.1,6.3,64.8,1.0,2.2,46.4,0.6,1.5,39.6,0.7,1.6,41.7,1.3,3.4,39.4,2.0,5.4,36.7
128,Dillon Brooks,MEM,27,10.6,18.1,58.4,2.4,6.1,39.7,1.9,4.7,39.9,1.3,3.0,41.6,3.3,9.2,35.9,5.0,14.4,34.7
129,Domantas Sabonis,SAC,26,14.3,21.4,67.1,3.9,8.0,48.9,2.8,5.9,47.0,1.8,3.8,46.4,3.7,9.6,38.7,5.3,14.2,37.5
130,Dominick Barlow,SAS,19,5.2,7.7,67.6,1.1,1.9,57.7,1.0,1.7,60.0,0.4,1.4,29.4,1.2,3.2,35.7,1.9,4.4,41.9
131,Donovan Mitchell,CLE,26,12.5,20.4,61.2,2.9,6.7,43.7,2.1,5.5,37.8,1.8,4.1,44.8,3.9,9.2,42.1,5.3,14.1,37.2
132,Donte DiVincenzo,GSW,26,9.1,13.9,65.2,3.9,8.3,46.9,1.7,3.7,47.0,1.3,2.7,47.2,2.7,7.1,38.3,4.4,12.6,35.0
133,Dorian Finney-Smith,BKN,29,11.6,18.3,63.5,3.3,7.0,46.7,2.4,5.4,44.7,1.5,3.6,41.1,3.9,9.1,42.4,3.7,10.9,34.4
134,Doug McDermott,SAS,31,9.2,14.4,64.0,2.1,4.6,44.9,1.2,3.1,37.7,1.4,2.5,55.8,2.0,5.0,40.6,3.4,9.3,36.7
135,Draymond Green,GSW,33,9.5,15.0,63.5,4.8,10.4,46.2,2.1,5.0,42.3,1.9,4.3,44.2,3.2,8.3,38.8,5.6,15.9,35.1
136,Drew Eubanks,POR,26,8.8,13.9,62.9,1.7,3.5,47.8,1.1,2.3,47.6,1.0,2.1,46.7,1.8,5.2,35.6,3.0,8.1,36.4
137,Dru Smith,BKN,25,4.0,6.1,65.5,1.4,2.6,53.8,0.9,2.3,38.1,0.5,1.8,27.8,1.7,3.7,45.9,2.2,6.8,32.4
138,Duane Washington Jr.,NYK,22,5.1,8.4,61.1,1.1,2.9,38.8,1.0,2.2,44.3,0.9,1.9,44.2,1.1,3.0,35.6,1.8,5.0,36.1
139,Duncan Robinson,MIA,28,5.8,8.8,66.8,1.8,3.4,52.2,0.8,2.4,33.8,0.8,1.7,45.5,2.2,5.0,43.3,2.9,8.1,36.2
140,Dwight Powell,DAL,31,7.6,11.1,68.2,1.9,4.2,44.8,1.8,3.7,47.5,1.0,2.5,42.6,2.2,6.0,36.9,2.4,7.1,33.6
141,Dyson Daniels,NOP,19,7.9,11.1,71.1,1.5,4.0,38.2,1.0,2.7,37.5,1.0,2.1,45.8,2.3,6.5,34.8,3.1,9.6,32.1
142,Edmond Sumner,BKN,27,6.0,9.6,62.4,1.0,3.1,33.1,0.8,2.2,37.6,0.5,1.5,32.4,1.6,4.0,39.2,2.3,6.2,36.9
143,Eric Gordon,LAC,34,11.9,17.6,67.3,2.5,6.2,40.2,1.6,4.1,39.8,1.4,3.5,41.4,2.9,8.2,34.8,5.8,14.8,39.1
144,Eugene Omoruyi,DET,26,5.0,7.8,63.9,1.5,3.0,49.4,0.7,1.6,42.2,0.3,1.0,30.8,1.6,4.4,36.7,1.9,5.7,32.5
145,Evan Fournier,NYK,30,6.8,10.2,66.7,1.0,2.9,36.4,1.2,3.0,38.8,0.7,2.0,37.0,2.0,5.7,35.6,3.0,8.8,34.2
146,Evan Mobley,CLE,21,11.5,19.1,60.3,2.9,7.0,41.9,2.1,5.4,39.9,1.5,3.6,42.3,3.8,8.6,43.9,5.2,14.1,37.1
147,Facundo Campazzo,DAL,31,2.3,3.4,66.7,1.0,2.9,35.0,0.2,0.8,25.0,0.6,1.2,50.0,0.4,1.4,30.0,1.2,3.0,40.0
148,Frank Jackson,UTA,24,2.0,3.0,66.7,3.0,4.0,75.0,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0
149,Frank Kaminsky,HOU,29,3.3,4.4,74.4,0.6,1.4,43.9,0.3,0.9,33.3,0.3,0.6,46.7,0.6,1.9,33.3,1.3,3.3,37.6
150,Frank Ntilikina,DAL,24,4.6,7.3,63.3,0.9,2.3,39.6,0.8,1.7,46.9,0.6,1.6,40.0,1.4,3.7,36.8,1.7,4.7,35.1
151,Franz Wagner,ORL,21,12.5,18.3,68.1,2.7,6.5,40.7,2.0,4.5,43.8,1.5,3.4,43.0,3.8,9.9,38.7,5.2,15.6,33.3
152,Fred VanVleet,TOR,29,14.5,21.3,68.3,3.2,7.4,43.6,2.1,4.5,46.2,1.3,3.3,40.7,4.2,10.4,40.0,5.3,14.5,36.6
